iter	RMSE
239	0.2735067034
240	0.2728768858
241	0.2723228098
242	0.2718000163
243	0.2712831637
244	0.2707972557
245	0.2702944738
246	0.2697382867
247	0.2692039106
248	0.2686680693
249	0.2681683759
250	0.2676765766
251	0.2672015657
252	0.2666836726
253	0.266205573
254	0.2657566412
255	0.2652876049
256	0.2647716625
257	0.2643664639
258	0.2639794927
259	0.2635966582
260	0.2631902804
261	0.262734679
262	0.2622953698
263	0.2618672431
264	0.2614379132
265	0.2610306246
266	0.2606186302
267	0.2601901396
268	0.2598333847
269	0.2594097424
270	0.2590203112
271	0.2586715132
272	0.258262833
273	0.257857047
274	0.2575008663
275	0.2570988346
276	0.2566568345
277	0.2563769611
278	0.2561238744
279	0.2557235838
280	0.2553376144
281	0.2549639837
282	0.2545911875
283	0.2542154629
284	0.2538112155
285	0.2534197771
286	0.2530519851
287	0.2526566862
288	0.2522807941
289	0.2519455553
290	0.251576323
291	0.2512401806
292	0.2509062627
293	0.2505923648
294	0.2502361122
295	0.249877134
296	0.2494730604
297	0.2491447804
298	0.248848725
299	0.2485558128
300	0.2482451183
301	0.2479592924
302	0.2476610827
303	0.2473189952
304	0.2470465683
305	0.2467633285
306	0.2464786155
307	0.2461750871
308	0.2458688424
309	0.2456004262
310	0.24530459
311	0.2449984273
312	0.2447095201
313	0.2444454432
314	0.2441584728
315	0.2438787921
316	0.2435960101
317	0.2433551282
318	0.2430641016
319	0.2427792661
320	0.2425040864
321	0.2422260856
322	0.2419801163
323	0.2416920176
324	0.2414438029
325	0.241161667
326	0.2408865538
327	0.2406383752
328	0.2403577802
329	0.24009514
330	0.2398666027
331	0.2396340687
332	0.23938888
333	0.2391422737
334	0.2388580465
335	0.2386000199
336	0.2383666758
337	0.2381703651
338	0.2379425666
339	0.2377145048
340	0.2374703567
341	0.237270623
342	0.2370561079
343	0.2368169476
344	0.2365925329
345	0.2363539458
346	0.2361171176
347	0.235863623
348	0.2356278316
349	0.2354171151
350	0.2351635034
351	0.2349335273
352	0.2347056515
353	0.2345091695
354	0.2343470527
355	0.2341532066
356	0.2339481669
357	0.2337099353
358	0.2334955598
359	0.2332843049
360	0.2331226265
361	0.2329098832
362	0.2327401021
363	0.23250179
364	0.2322847017
365	0.2321135135
366	0.2318620174
367	0.2316497818
368	0.2314614972
369	0.2312818971
370	0.2310855021
371	0.2308903756
372	0.2306718852
373	0.2305006079
374	0.2303513851
375	0.2301647969
376	0.2299417503
377	0.2297873085
378	0.2296214263
379	0.2294039797
380	0.2292190048
381	0.2290461181
382	0.2288882056
383	0.228769721
384	0.2285953532
385	0.2284592876
386	0.228306614
387	0.2281475959
388	0.2279736936
389	0.2278041824
390	0.2276632508
391	0.2274903146
392	0.2272812184
393	0.2271109093
394	0.2269515551
395	0.2268156877
396	0.2266453388
397	0.2264514921
398	0.2262757768
399	0.2261416142
400	0.2260007029
401	0.2258427145
402	0.2256952569
403	0.2255340313
404	0.2253581167
405	0.2252055938
406	0.2250557594
407	0.2248892449
408	0.2247314268
409	0.2245707882
410	0.2244046851
411	0.2242471501
412	0.2241163354
413	0.2239798736
414	0.2238850465
415	0.2237478855
416	0.2236114015
417	0.2234808976
418	0.2233335263
419	0.2231875465
420	0.2230722885
421	0.222937822
422	0.2228115755
423	0.2226750005
424	0.2225329179
425	0.2224080994
426	0.2222489825
427	0.2221333832
428	0.2220069452
429	0.2218462536
430	0.2217087519
431	0.2215622654
432	0.2214363535
433	0.2212935631
434	0.2211288384
435	0.2209468148
436	0.2208402075
437	0.2206801077
438	0.2205420234
439	0.2203900708
440	0.220265256
441	0.2201420128
442	0.2199972754
443	0.2199029102
444	0.2197584587
445	0.2196130152
446	0.2195461941
447	0.2193937351
448	0.2192913818
449	0.2191913643
450	0.2190785865
451	0.2189313089
452	0.2188013015
453	0.2187218246
454	0.2186082382
455	0.21850306
456	0.2183686191
457	0.2182508644
458	0.2181103457
459	0.2179527224
460	0.2178605606
461	0.217750959
462	0.2176111478
463	0.2174705108
464	0.2173625284
465	0.2172143529
466	0.2170946784
467	0.2169797275
468	0.2168805517
469	0.216742243
470	0.2166344179
471	0.2165228882
472	0.2163906384
473	0.2162791612
474	0.2161685323
475	0.2160319695
476	0.2159400385
477	0.2158198122
478	0.2156820444
479	0.2155455132
480	0.2154503084
481	0.2153499853
482	0.2152099626
483	0.2151138431
484	0.2150167285
485	0.214900042
486	0.2147813861
487	0.2147009838
488	0.2145660374
489	0.2144267183
490	0.2143184236
491	0.2142156479
492	0.2141004229
493	0.2139551927
494	0.2138035975
495	0.2137050369
496	0.2136346808
497	0.21357317
498	0.2134652377
499	0.2133828882
500	0.213297488
501	0.213177671
502	0.2130434416
503	0.2129519867
504	0.2128621335
505	0.2128048585
506	0.2126722871
507	0.2125940668
508	0.2124730374
509	0.2123698518
510	0.2122527831
511	0.2121286599
512	0.2120376389
513	0.2119345891
514	0.2118457566
515	0.2117378633
516	0.2116279265
517	0.2115521452
518	0.2114168037
519	0.2113113132
520	0.2112290409
521	0.2111135541
522	0.2110550371
523	0.2109379485
524	0.2108391809
525	0.2107407779
526	0.2106437523
527	0.2105204631
528	0.2104392649
529	0.210347255
530	0.2102759628
531	0.2101846925
532	0.2101055539
533	0.2100600557
534	0.2099542418
535	0.2098702181
536	0.2097872687
537	0.2097072268
538	0.2096446548
539	0.2095751593
540	0.2095017703
541	0.2093988111
542	0.2093341
543	0.2092498952
544	0.2091808964
545	0.2090897432
546	0.2089815237
547	0.2089077435
548	0.2088256496
549	0.2087373755
550	0.2086710371
551	0.2085845279
552	0.2084853004
553	0.2084247422
554	0.2083160792
555	0.2082590449
556	0.2081715134
557	0.2080907351
558	0.2079753974
559	0.2078576059
560	0.2077948751
561	0.207703782
562	0.2076676533
563	0.2076045201
564	0.2074999779
565	0.2074655446
566	0.2073978291
567	0.2073590516
568	0.2072792697
569	0.2072051576
570	0.2071371293
571	0.2070863266
572	0.2070101585
573	0.2069138831
574	0.2068269284
575	0.2067589743
576	0.2067074567
577	0.2066408434
578	0.2065645515
579	0.2064911874
580	0.2064446815
581	0.2063744352
582	0.206291767
583	0.206247025
584	0.2061710023
585	0.2060711466
586	0.2060093508
587	0.2059440118
588	0.205872995
589	0.2057980093
590	0.2057293733
591	0.205631895
592	0.2055499763
593	0.2054843394
594	0.2053970654
595	0.2053278551
596	0.2052658974
597	0.2052078223
598	0.2051416584
599	0.2050742142
600	0.2050206369
601	0.2049389089
602	0.2048453539
603	0.2047422722
604	0.204648844
605	0.2045896985
606	0.2045132744
607	0.2044229591
608	0.20433024
609	0.204251545
610	0.2041958923
611	0.2041528832
612	0.2040660738
613	0.2039790461
614	0.2038874251
615	0.2038218151
616	0.2037447601
617	0.2036974094
618	0.2036318093
619	0.2035698979
620	0.2034844473
621	0.2033998578
622	0.2033189605
623	0.2032275731
624	0.2031818018
625	0.2030930843
626	0.2030357706
627	0.2029614201
628	0.2028571268
629	0.2027869623
630	0.202732116
631	0.2026804053
632	0.2025863339
633	0.2025169902
634	0.2024569191
635	0.2023939952
636	0.2023237415
637	0.2022355746
638	0.2021826237
639	0.202118795
640	0.2020588109
641	0.201998711
642	0.2019530738
643	0.201870986
644	0.2017920814
645	0.2016990882
646	0.2016112107
647	0.2015325025
648	0.2014722327
649	0.2013861153
650	0.2013242641
651	0.2012263739
652	0.2011464757
653	0.2010723845
654	0.2010124289
655	0.2009272888
656	0.2008396523
657	0.2007512689
658	0.2006749007
659	0.2006213993
660	0.2005646738
661	0.20050553
662	0.2004172463
663	0.2003607847
664	0.2003073328
665	0.2002625929
666	0.2001776695
667	0.2001146548
668	0.2000360148
669	0.1999723871
670	0.1998847394
671	0.1998164318
672	0.1997452252
673	0.1996756007
674	0.1996151433
675	0.1995404001
676	0.1994901074
677	0.1994049472
678	0.1993241541
679	0.199288141
680	0.1992442888
681	0.199187574
682	0.1991139872
683	0.1990609271
684	0.199001769
685	0.198936648
686	0.1988482203
687	0.1987917805
688	0.1987532211
689	0.1986773624
690	0.198574888
691	0.1985017073
692	0.1984571156
693	0.1983684803
694	0.1983300979
695	0.1982584611
696	0.1981850164
697	0.1981120296
698	0.198033177
699	0.1979695054
700	0.1978998137
701	0.1978262471
702	0.1977605845
703	0.1977014591
704	0.1976419798
705	0.1975801747
706	0.1975131837
707	0.1974512788
708	0.1973952606
709	0.1973409969
710	0.1972721377
711	0.1971714165
712	0.1971119015
713	0.1970541364
714	0.1969854964
715	0.1969196461
716	0.1968782148
717	0.1968033651
718	0.1967388578
719	0.1966722592
720	0.1965948919
721	0.1965382472
722	0.1964810494
723	0.1964238915
724	0.1963235708
725	0.1962860196
726	0.1962322581
727	0.1961644576
728	0.1961085557
729	0.1960846857
730	0.1960118499
731	0.1959718957
732	0.1958925776
733	0.1958347351
734	0.1957413156
735	0.1956808961
736	0.1956221093
737	0.1955577736
738	0.1954743275
739	0.1954052279
740	0.1953328129
741	0.1952434324
742	0.195181833
743	0.1951036824
744	0.1950405197
745	0.1949795658
746	0.194918105
747	0.1948447151
748	0.1947503762
749	0.1946623075
750	0.1946167176
751	0.1945424129
752	0.1944844219
753	0.1944317786
754	0.194340446
755	0.1942867347
756	0.1942360341
757	0.1941747741
758	0.1941209403
759	0.1940734421
760	0.1940084749
761	0.193944639
762	0.1938754803
763	0.1938279846
764	0.1937497289
765	0.1936836286
766	0.1936117516
767	0.19356111
768	0.1934994052
769	0.1934439298
770	0.1933679669
771	0.1933087945
772	0.193229738
773	0.1931836818
774	0.1931429203
775	0.1930725478
776	0.1929994949
777	0.1929328332
778	0.1928771426
779	0.192815504
780	0.1927599446
781	0.1927086088
782	0.1926258097
783	0.1925476783
784	0.1924872305
785	0.1924367153
786	0.192372071
787	0.1922957142
788	0.1922311909
789	0.1921571428
790	0.1920937332
791	0.1920248368
792	0.1919569552
793	0.1918912257
794	0.1918113505
795	0.1917426041
796	0.1916858663
797	0.1916407672
798	0.1915854172
799	0.1914905855
800	0.1914628233
801	0.1913944691
802	0.1913235874
803	0.1912534954
804	0.1912030668
805	0.1911488307
806	0.1910678797
807	0.190997612
808	0.1908952245
809	0.1908511694
810	0.1907840757
811	0.1907255834
812	0.1906421684
813	0.1905759375
814	0.1904772505
815	0.1904045607
816	0.1903329598
817	0.1902656893
818	0.1901888017
819	0.1901178472
820	0.1900546545
821	0.1900033374
822	0.1899531587
823	0.1898918854
824	0.1898143079
825	0.189736868
826	0.1896758772
827	0.1895934452
828	0.18952317
829	0.1894491528
830	0.1893849109
831	0.1893083154
832	0.1892532324
833	0.1891779897
834	0.1890981548
835	0.1890441904
836	0.1889820499
837	0.1889072237
838	0.1888490502
839	0.1887721872
840	0.1886887877
841	0.1886416622
842	0.188581787
843	0.1885223138
844	0.1884734125
845	0.1883926102
846	0.1883092963
847	0.1882493783
848	0.1881766267
849	0.1881100745
850	0.1880339813
851	0.1879650873
852	0.1879050954
853	0.1878341048
854	0.1877812698
855	0.1876840019
856	0.1876298461
857	0.1875599507
858	0.1874910861
859	0.1874306402
860	0.1873639958
861	0.1873057243
862	0.1872522915
863	0.1871992426
864	0.1871291684
865	0.1870767562
866	0.1870113119
867	0.1869242447
868	0.1868634283
869	0.1867867944
870	0.1867014325
871	0.186623824
872	0.1865242042
873	0.1864610468
874	0.1863910568
875	0.1863078962
876	0.1862433094
877	0.1861861681
878	0.1861082468
879	0.186039477
880	0.1859660535
881	0.1859001482
882	0.1858336644
883	0.1857449713
884	0.1856784847
885	0.1856139407
886	0.1855661903
887	0.1855233766
888	0.1854628614
889	0.1854089529
890	0.1853417206
891	0.1852752702
892	0.1852315682
893	0.1851745083
894	0.1851145879
895	0.1850388629
896	0.1849419196
897	0.1848705815
898	0.1848258717
899	0.1847447053
900	0.1846765729
901	0.1846003111
902	0.1845251517
903	0.1844459328
904	0.1843733768
905	0.1843016511
906	0.1842244452
907	0.1841237143
908	0.1840086996
909	0.1839389386
910	0.1838515484
911	0.1837661103
912	0.1837018632
913	0.1836541438
914	0.1835652428
915	0.1834958306
916	0.1834416526
917	0.1833958034
918	0.1833293665
919	0.1832834659
920	0.1832187019
921	0.1831585559
922	0.1830963205
923	0.1830370028
924	0.1829788645
925	0.182924782
926	0.1828438005
927	0.1827666584
928	0.1827116932
929	0.1826569223
930	0.1826001668
931	0.1825442565
932	0.1824852051
933	0.1824253079
934	0.1823532098
935	0.1822801248
936	0.1822223739
937	0.1821440249
938	0.1820836977
939	0.1820166625
940	0.1819481223
941	0.18188383
942	0.1817964384
943	0.1817419591
944	0.1816706155
945	0.1816081008
946	0.1815491886
947	0.1814847982
948	0.18137767
949	0.1813222486
950	0.1812323524
951	0.181172355
952	0.1811260862
953	0.1810568769
954	0.1809820554
955	0.1809102222
956	0.180808183
957	0.1807198875
958	0.1806465708
959	0.1805604012
960	0.1804965314
961	0.1804338818
962	0.1803587946
963	0.1802924132
964	0.18024377
965	0.1801845022
966	0.1801356755
967	0.1800285496
968	0.1799375295
969	0.1798619637
970	0.1798033547
971	0.1797370318
972	0.1796815567
973	0.1796094762
974	0.1795567236
975	0.1794885706
976	0.1794352725
977	0.1793742277
978	0.1793097219
979	0.1792530491
980	0.1791856831
981	0.179135287
982	0.1790549947
983	0.1789914391
984	0.1789330398
985	0.1788720917
986	0.1787947654
987	0.1787326436
988	0.1786615762
989	0.1785979138
990	0.1785415165
991	0.1784736406
992	0.1784058767
993	0.1783510298
994	0.1782943048
995	0.178232357
996	0.1781731796
997	0.1781198094
998	0.178042144
999	0.1779245209
1000	0.1778715407
1001	0.177805006
1002	0.1777460535
1003	0.1776777606
1004	0.1776163022
1005	0.1775549071
1006	0.1774698287
1007	0.1774050553
1008	0.1773467716
1009	0.1772920693
1010	0.1772236588
1011	0.1771653026
1012	0.1770960041
1013	0.1770393296
1014	0.1769308941
1015	0.1768630111
1016	0.1767953719
1017	0.1767292167
1018	0.1766664696
1019	0.1765962494
1020	0.1764824852
1021	0.1764344601
1022	0.1763515866
1023	0.1762943303
1024	0.1762065296
1025	0.1761076442
1026	0.1760509995
1027	0.1759955905
1028	0.1759421025
1029	0.1758730791
1030	0.1758030415
1031	0.1757319872
1032	0.175678013
1033	0.1756404154
1034	0.1755683976
1035	0.1755107301
1036	0.1754538197
1037	0.1753959535
1038	0.175311834
1039	0.1752350757
1040	0.1751513641
1041	0.1751163493
1042	0.1750563719
1043	0.1749815802
1044	0.1749098449
1045	0.1748399292
1046	0.1747431468
1047	0.1746865184
1048	0.1746242068
1049	0.1745767448
1050	0.1744497479
1051	0.1743822433
1052	0.1743152395
1053	0.1742165483
1054	0.1741505462
1055	0.1740814735
1056	0.1740223007
1057	0.1739673918
1058	0.1739107264
1059	0.1737786661
1060	0.1737033962
1061	0.1736389173
1062	0.1735515032
1063	0.1734951367
1064	0.173434744
1065	0.1733803677
1066	0.1733201716
1067	0.1732017046
1068	0.173119876
1069	0.173043986
1070	0.1729376078
1071	0.1728632295
1072	0.172743139
1073	0.1726470945
1074	0.1725241828
1075	0.1724405076
1076	0.172370357
1077	0.1723202832
1078	0.1722732924
1079	0.1721817103
1080	0.1721164904
1081	0.172062065
1082	0.1719982185
1083	0.1719397824
1084	0.1718808259
1085	0.1718263074
1086	0.1717527823
1087	0.1716883505
1088	0.1716263475
1089	0.171551696
1090	0.1715049829
1091	0.1714466469
1092	0.1713954068
1093	0.171307006
1094	0.1712402701
1095	0.1711785227
1096	0.1711248468
1097	0.1710828519
1098	0.171020158
1099	0.1709465732
1100	0.1708866203
1101	0.170824488
1102	0.1707669015
1103	0.1707127749
1104	0.1706513738
1105	0.1706036323
1106	0.1705427298
1107	0.1704919294
1108	0.1704207939
1109	0.1703672165
1110	0.1703065466
1111	0.1702557092
1112	0.1701663415
1113	0.1701075934
1114	0.1700501107
1115	0.1699860987
1116	0.1699359648
1117	0.1698775332
1118	0.1698173186
1119	0.1697699185
1120	0.169705668
1121	0.169627215
1122	0.1695401661
1123	0.1694660619
1124	0.1694106322
1125	0.1693641781
1126	0.1693108493
1127	0.169266306
1128	0.1691901407
1129	0.1691144837
1130	0.1690502203
1131	0.1689956532
1132	0.1689339988
1133	0.1688514587
1134	0.168795976
1135	0.1687435516
1136	0.1686838038
1137	0.168561848
1138	0.168507525
1139	0.168437415
1140	0.1683523439
1141	0.1683081458
1142	0.1682367627
1143	0.1681757929
1144	0.1681238857
1145	0.1680176295
1146	0.1679479468
1147	0.1679064143
1148	0.1678384585
1149	0.1677610435
1150	0.1676865987
1151	0.1675888265
1152	0.1674955329
1153	0.1674505174
1154	0.1673996849
1155	0.1673570982
1156	0.1673041026
1157	0.1671958741
1158	0.1671384698
1159	0.1670753897
1160	0.1670225679
1161	0.1669631281
1162	0.1668871668
1163	0.1668327856
1164	0.1667809692
1165	0.1666896963
1166	0.1666450665
1167	0.1665950463
1168	0.1665522109
1169	0.1664674393
1170	0.166395486
1171	0.166329758
1172	0.166246113
1173	0.1661921185
1174	0.1661392259
1175	0.1660376085
1176	0.1660009063
1177	0.1659500812
1178	0.1658874187
1179	0.1658403394
1180	0.1658014553
1181	0.1657393424
1182	0.1656674368
1183	0.1655971664
1184	0.1655133027
1185	0.1654634166
1186	0.165396522
1187	0.1653525386
1188	0.1653008501
1189	0.1652553857
1190	0.1652026396
1191	0.165154441
1192	0.1650983478
1193	0.1650520442
1194	0.1650062324
1195	0.1649632067
1196	0.1649124201
1197	0.1648464832
1198	0.1647791773
1199	0.1647315209
1200	0.1646318625
1201	0.1645717586
1202	0.1645272867
1203	0.1644538811
1204	0.164385431
1205	0.1643218487
1206	0.1642731787
1207	0.1642291454
1208	0.1641823818
1209	0.1641065954
1210	0.1640540999
1211	0.1639984127
1212	0.1639376523
1213	0.1638931171
1214	0.1638372258
1215	0.1637722257
1216	0.1637202477
1217	0.163666785
1218	0.163602755
1219	0.163529228
1220	0.1634611961
1221	0.1634145957
1222	0.1633796319
1223	0.1633079013
1224	0.1632590988
1225	0.1632079099
1226	0.1631356113
1227	0.1630726954
1228	0.16299143
1229	0.1629201341
1230	0.162870005
1231	0.1628107725
1232	0.1627650149
1233	0.1626996654
1234	0.1626493026
1235	0.1626076339
1236	0.1625561175
1237	0.1624862056
1238	0.1623930627
1239	0.1623595265
1240	0.162289588
1241	0.1622147142
1242	0.1621642169
1243	0.1621253999
1244	0.1620721062
1245	0.1620173889
1246	0.1619500466
1247	0.1618897824
1248	0.1618346472
1249	0.1617910334
1250	0.1617260965
1251	0.1616557954
1252	0.1616129675
1253	0.1615787989
1254	0.1615189441
1255	0.1614676902
1256	0.1614298635
1257	0.1613747408
1258	0.1613088345
1259	0.1612454895
1260	0.1611791414
1261	0.1611248346
1262	0.1610797026
1263	0.1610441291
1264	0.1609710363
1265	0.1608827061
1266	0.1608191559
1267	0.1607828256
1268	0.160710138
1269	0.1606622739
1270	0.1606077871
1271	0.1605741499
1272	0.1605069512
1273	0.160439437
1274	0.1604018589
1275	0.1603417332
1276	0.1603039444
1277	0.1602627242
1278	0.1602024891
1279	0.1601628636
1280	0.1601116909
1281	0.1600612901
1282	0.1600000421
1283	0.159964028
1284	0.1599036822
1285	0.1598564438
1286	0.1598103315
1287	0.1597648439
1288	0.1597079655
1289	0.159607003
1290	0.1595566777
1291	0.1595089846
1292	0.1594709022
1293	0.159409922
1294	0.1593590508
1295	0.1592998642
1296	0.1592288944
1297	0.1591793768
1298	0.1591317884
1299	0.1590886741
1300	0.1590455995
1301	0.1590006035
1302	0.1589367802
1303	0.1588768991
1304	0.1588266207
1305	0.158785668
1306	0.1587234248
1307	0.1586723795
1308	0.1586198033
1309	0.1585738239
1310	0.1585126424
1311	0.158467854
1312	0.1584166343
1313	0.158361703
1314	0.1583040739
1315	0.1582600191
1316	0.1581966312
1317	0.1581423611
1318	0.1580906884
1319	0.1580237887
1320	0.1579904619
1321	0.1579510295
1322	0.1579022436
1323	0.157853169
1324	0.1578076436
1325	0.1577574673
1326	0.1577114671
1327	0.1576523057
1328	0.1575956501
1329	0.1575380806
1330	0.15747107
1331	0.1574443386
1332	0.1573768542
1333	0.157297728
1334	0.1572644108
1335	0.1572088741
1336	0.1571390214
1337	0.1570932579
1338	0.1570345689
1339	0.1569870268
1340	0.1569356122
1341	0.1568823205
1342	0.15683732
1343	0.1567896053
1344	0.1567441715
1345	0.1566859818
1346	0.1566367774
1347	0.1565574528
1348	0.1565190309
1349	0.1564722943
1350	0.1564267635
1351	0.1563695851
1352	0.1562824197
1353	0.1562414314
1354	0.1561907213
1355	0.156163929
1356	0.1561252826
1357	0.1560715742
1358	0.1560254934
1359	0.1559555224
1360	0.1559115259
1361	0.1558676747
1362	0.1558243744
1363	0.1557869485
1364	0.1557469626
1365	0.1557030275
1366	0.1556472151
1367	0.1556006977
1368	0.1555578705
1369	0.1555193263
1370	0.1554722967
1371	0.155422733
1372	0.1553747533
1373	0.1553317478
1374	0.1552604193
1375	0.1552234963
1376	0.1551749238
1377	0.1551158299
1378	0.1550413886
1379	0.1549892193
1380	0.1549459759
1381	0.1549063138
1382	0.1548299882
1383	0.1547660942
1384	0.1547172944
1385	0.1546559235
1386	0.1546156754
1387	0.1545674806
1388	0.1545144907
1389	0.1544694852
1390	0.1544198411
1391	0.1543636689
1392	0.1542940703
1393	0.154237229
1394	0.1541978315
1395	0.1541512087
1396	0.1541016148
1397	0.1540660004
1398	0.1540143237
1399	0.1539829309
1400	0.1539472956
1401	0.1539043071
1402	0.1538465096
1403	0.1538004448
1404	0.1537525212
1405	0.153697537
1406	0.1536258665
1407	0.1535861151
1408	0.1535530448
1409	0.153508039
1410	0.1534713959
1411	0.1534242962
1412	0.1533527236
1413	0.1532995356
1414	0.1532647439
1415	0.1532137391
1416	0.1531468254
1417	0.1530948513
1418	0.1530434212
1419	0.1529898033
1420	0.1529416709
1421	0.1528986565
1422	0.1528310912
1423	0.1527768465
1424	0.1527296785
1425	0.1526750314
1426	0.1526278203
1427	0.1525686495
1428	0.1525119572
1429	0.1524677775
1430	0.1524059704
1431	0.1523514591
1432	0.1523080037
1433	0.1522638706
1434	0.152200124
1435	0.1521629842
1436	0.1521123065
1437	0.1520841847
1438	0.1520319809
1439	0.1519853876
1440	0.1519432016
1441	0.1518983394
1442	0.151858416
1443	0.1518058621
1444	0.1517534282
1445	0.1517050372
1446	0.1516516113
1447	0.1516199166
1448	0.1515481618
1449	0.1515067095
1450	0.1514711188
1451	0.1514260662
1452	0.151376541
1453	0.1513275602
1454	0.1512953208
1455	0.1512464477
1456	0.1511895268
1457	0.151145121
1458	0.1511076941
1459	0.1510806496
1460	0.1510468101
1461	0.1510070236
1462	0.1509714697
1463	0.1509506153
1464	0.1508802641
1465	0.1508473753
1466	0.1508105893
1467	0.1507735837
1468	0.1507311011
1469	0.1506741195
1470	0.1506412921
1471	0.1505891747
1472	0.1505556383
1473	0.1505046213
1474	0.1504376235
1475	0.1503748108
1476	0.1503273182
1477	0.1502853674
1478	0.1502462906
1479	0.1501902123
1480	0.1501440283
1481	0.1500806067
1482	0.1500493442
1483	0.150014423
1484	0.1499550538
1485	0.14992503
1486	0.1498798059
1487	0.1498467375
1488	0.149805476
1489	0.1497675361
1490	0.1497421905
1491	0.1497112011
1492	0.149669878
1493	0.1496431774
1494	0.1496041561
1495	0.1495595966
1496	0.1495159705
1497	0.1494674981
1498	0.1494248707
1499	0.1493960332
1500	0.1493583491
1501	0.1493192524
1502	0.1492843775
1503	0.1492456189
1504	0.1491800778
1505	0.1491262661
1506	0.149064272
1507	0.149027116
1508	0.1489864505
1509	0.1489490013
1510	0.1489039314
1511	0.1488671412
