iter	RMSE
1512	0.1488190471
1513	0.1487726975
1514	0.1487373724
1515	0.1486883636
1516	0.1486472542
1517	0.1485998379
1518	0.1485615398
1519	0.1485154123
1520	0.1484618715
1521	0.1484144172
1522	0.1483741674
1523	0.1483346501
1524	0.1483013374
1525	0.1482570691
1526	0.148212556
1527	0.1481775124
1528	0.148139852
1529	0.1481184384
1530	0.1480852623
1531	0.1480321161
1532	0.1479918745
1533	0.147942388
1534	0.1479040038
1535	0.1478665285
1536	0.1478185939
1537	0.1477786103
1538	0.1477561239
1539	0.1477211288
1540	0.147677962
1541	0.1476444072
1542	0.1476235102
1543	0.1475924237
1544	0.1475266714
1545	0.147476551
1546	0.1474500831
1547	0.1474002679
1548	0.1473531917
1549	0.147308802
1550	0.1472752566
1551	0.1472356396
1552	0.1471812203
1553	0.147147587
1554	0.1471052559
1555	0.1470622683
1556	0.1470222119
1557	0.1469829624
1558	0.1469368892
1559	0.1468758037
1560	0.1468336925
1561	0.1467980518
1562	0.146747115
1563	0.1466988686
1564	0.1466737803
1565	0.1466381083
1566	0.1466108525
1567	0.146568594
1568	0.1465374761
1569	0.1464883275
1570	0.1464467031
1571	0.1464079472
1572	0.1463581864
1573	0.1463241059
1574	0.1462891629
1575	0.1462438951
1576	0.1462107983
1577	0.1461718033
1578	0.1461319622
1579	0.1460917795
1580	0.1460526029
1581	0.1460144548
1582	0.1459745735
1583	0.1459160569
1584	0.1458730022
1585	0.1458271683
1586	0.1457766529
1587	0.1457391673
1588	0.1456898722
1589	0.145645152
1590	0.145606513
1591	0.1455856992
1592	0.145552905
1593	0.1455154303
1594	0.1454641627
1595	0.1454178833
1596	0.1453779744
1597	0.145334198
1598	0.1453095287
1599	0.145248099
1600	0.1451959784
1601	0.1451491515
1602	0.1451051604
1603	0.1450832539
1604	0.1450283121
1605	0.14500371
1606	0.1449637878
1607	0.1449265003
1608	0.1448904994
1609	0.1448578046
1610	0.1448176259
1611	0.1447772326
1612	0.1447408246
1613	0.1447096354
1614	0.1446744937
1615	0.144633663
1616	0.1445951047
1617	0.1445491907
1618	0.1445147514
1619	0.1444835842
1620	0.1444629035
1621	0.1444390124
1622	0.1443963241
1623	0.1443583328
1624	0.1443109439
1625	0.1442723892
1626	0.1441991365
1627	0.1441569018
1628	0.1441243544
1629	0.1440852665
1630	0.1440448008
1631	0.1440003307
1632	0.1439626313
1633	0.143922579
1634	0.1438705885
1635	0.1438108048
1636	0.1437832541
1637	0.1437409769
1638	0.1437138545
1639	0.14366964
1640	0.1436393998
1641	0.1435880075
1642	0.1435592418
1643	0.1435147507
1644	0.1434556306
1645	0.1434120476
1646	0.1433789858
1647	0.1433457395
1648	0.1433004823
1649	0.1432565055
1650	0.1432224345
1651	0.1431807657
1652	0.1431371804
1653	0.1430986512
1654	0.1430619524
1655	0.1430152076
1656	0.1429644983
1657	0.1429277933
1658	0.142894892
1659	0.1428407872
1660	0.1428100731
1661	0.142774183
1662	0.1427333023
1663	0.1426992506
1664	0.1426600356
1665	0.1426101365
1666	0.1425706837
1667	0.1425413465
1668	0.1425171464
1669	0.1424525795
1670	0.142396239
1671	0.1423359128
1672	0.1422911022
1673	0.1422657958
1674	0.1422227105
1675	0.1421869718
1676	0.1421517849
1677	0.142113262
1678	0.1420740358
1679	0.1420287222
1680	0.1419822384
1681	0.1419252379
1682	0.1418971873
1683	0.1418585165
1684	0.1418051552
1685	0.1417408148
1686	0.1417021074
1687	0.1416644631
1688	0.1416330726
1689	0.1415925799
1690	0.1415502126
1691	0.1415131616
1692	0.1414603102
1693	0.1414204667
1694	0.1413941165
1695	0.1413622601
1696	0.1413145431
1697	0.1412738254
1698	0.1412372583
1699	0.1412057197
1700	0.1411695264
1701	0.141145403
1702	0.1411032425
1703	0.1410805741
1704	0.1410397564
1705	0.140994029
1706	0.1409668725
1707	0.1409291513
1708	0.1408930127
1709	0.1408666129
1710	0.1408184798
1711	0.1407873018
1712	0.1407425442
1713	0.140703013
1714	0.1406648837
1715	0.1406304642
1716	0.1405978919
1717	0.1405748238
1718	0.1405306353
1719	0.1404922202
1720	0.1404634314
1721	0.1404101717
1722	0.1403697428
1723	0.1403440814
1724	0.1403079758
1725	0.1402762167
1726	0.1402318106
1727	0.1401951287
1728	0.1401606452
1729	0.1400943106
1730	0.1400605222
1731	0.1400205923
1732	0.1399767945
1733	0.1399440775
1734	0.139911935
1735	0.1398577697
1736	0.1398249388
1737	0.139795875
1738	0.1397472706
1739	0.1397143677
1740	0.1396695923
1741	0.1396444618
1742	0.1396135232
1743	0.1395693988
1744	0.1395347164
1745	0.1394970295
1746	0.1394452962
1747	0.1394022135
1748	0.1393651151
1749	0.1393232177
1750	0.1392768883
1751	0.1392469784
1752	0.1392077449
1753	0.1391485408
1754	0.1391063193
1755	0.1390815519
1756	0.1390537632
1757	0.1390131902
1758	0.1389730068
1759	0.1389414894
1760	0.1389056616
1761	0.1388793668
1762	0.1388233254
1763	0.1387852601
1764	0.1387575343
1765	0.1387263092
1766	0.1386987693
1767	0.1386714295
1768	0.1386369129
1769	0.1385931653
1770	0.1385754527
1771	0.1385410061
1772	0.1385049969
1773	0.1384665681
1774	0.1384191227
1775	0.138388331
1776	0.1383500015
1777	0.1382950588
1778	0.1382582656
1779	0.1382325807
1780	0.1381846918
1781	0.1381537228
1782	0.1381227692
1783	0.1380957078
1784	0.1380663586
1785	0.1380305554
1786	0.1379996259
1787	0.1379611081
1788	0.1379349183
1789	0.1379075833
1790	0.1378700098
1791	0.1378358234
1792	0.1377929756
1793	0.1377610086
1794	0.1377343901
1795	0.1376933228
1796	0.137672127
1797	0.1376491841
1798	0.1376156094
1799	0.1375857466
1800	0.1375599072
1801	0.1375154239
1802	0.1374849948
1803	0.1374545224
1804	0.1374168593
1805	0.1373872299
1806	0.137346851
1807	0.1373164008
1808	0.1372819951
1809	0.1372417066
1810	0.1372197444
1811	0.1371821371
1812	0.1371558855
1813	0.1371149535
1814	0.1370794869
1815	0.1370313008
1816	0.1369809175
1817	0.136933949
1818	0.1368895627
1819	0.1368541603
1820	0.1368251571
1821	0.1367817147
1822	0.1367515996
1823	0.1367215959
1824	0.1366753305
1825	0.1366397725
1826	0.1366045927
1827	0.1365665959
1828	0.1365347594
1829	0.1364984984
1830	0.1364611259
1831	0.1364314985
1832	0.1363970266
1833	0.1363792399
1834	0.1363582242
1835	0.1363299701
1836	0.136292783
1837	0.1362660279
1838	0.1362331055
1839	0.1362058231
1840	0.1361512976
1841	0.136120478
1842	0.1360885243
1843	0.1360666592
1844	0.1360165047
1845	0.1359670599
1846	0.1359357055
1847	0.1359076097
1848	0.1358735604
1849	0.135819939
1850	0.1357924881
1851	0.1357578121
1852	0.1357240453
1853	0.1357045598
1854	0.1356679749
1855	0.1356469615
1856	0.1356076705
1857	0.1355792435
1858	0.1355519898
1859	0.1355330901
1860	0.1355072808
1861	0.1354780897
1862	0.1354511744
1863	0.1354257144
1864	0.1353907077
1865	0.1353562426
1866	0.1353230834
1867	0.1352951867
1868	0.1352616877
1869	0.135224248
1870	0.1351928057
1871	0.1351592366
1872	0.1351242712
1873	0.1350764579
1874	0.1350472734
1875	0.1350202658
1876	0.1349806885
1877	0.1349515117
1878	0.1349233898
1879	0.1348941358
1880	0.1348562596
1881	0.134822099
1882	0.1347708131
1883	0.1347452274
1884	0.1347157648
1885	0.1346909921
1886	0.1346519969
1887	0.1346316695
1888	0.1346041856
1889	0.1345533615
1890	0.1345246616
1891	0.1344836691
1892	0.1344560903
1893	0.1344150315
1894	0.1343906497
1895	0.1343511696
1896	0.1343134571
1897	0.1342620555
1898	0.1342323394
1899	0.1341996948
1900	0.1341722036
1901	0.1341392444
1902	0.1341139624
1903	0.1340813365
1904	0.1340425446
1905	0.1339880165
1906	0.1339537942
1907	0.1339226461
1908	0.1338708911
1909	0.1338223013
1910	0.1337848834
1911	0.1337593753
1912	0.1337349903
1913	0.1336939845
1914	0.1336665923
1915	0.1336383203
1916	0.1336202643
1917	0.1335991063
1918	0.1335648177
1919	0.1335381991
1920	0.1334920894
1921	0.1334492799
1922	0.1334239803
1923	0.1334014619
1924	0.1333747913
1925	0.1333353279
1926	0.1333145207
1927	0.1332866513
1928	0.1332523375
1929	0.1332039456
1930	0.1331771549
1931	0.1331472588
1932	0.1331108615
1933	0.1330757624
1934	0.1330399825
1935	0.1329936752
1936	0.1329525293
1937	0.1329069745
1938	0.1328721839
1939	0.1328217427
1940	0.1327959507
1941	0.1327539378
1942	0.1327151634
1943	0.1326901256
1944	0.1326611762
1945	0.1326282289
1946	0.1325929358
1947	0.1325492619
1948	0.132515047
1949	0.1324870602
1950	0.1324649834
1951	0.1324233643
1952	0.132397893
1953	0.1323550155
1954	0.1323129469
1955	0.1322897933
1956	0.1322589658
1957	0.1322317655
1958	0.1322060827
1959	0.1321703278
1960	0.1321464854
1961	0.1321095469
1962	0.1320738312
1963	0.1320404677
1964	0.1320139074
1965	0.1319771252
1966	0.1319512503
1967	0.1319238147
1968	0.1318961202
1969	0.1318716817
1970	0.1318164512
1971	0.1317793954
1972	0.131754339
1973	0.131722855
1974	0.1316885466
1975	0.1316522466
1976	0.1316241901
1977	0.1316002159
1978	0.1315637349
1979	0.131537922
1980	0.1315109359
1981	0.1314844392
1982	0.1314535734
1983	0.1314252868
1984	0.1314075174
1985	0.1313791353
1986	0.1313586049
1987	0.1313070001
1988	0.1312777998
1989	0.1312440938
1990	0.1312112545
1991	0.1311913092
1992	0.1311507286
1993	0.131112533
1994	0.131079959
1995	0.1310501121
1996	0.1310270147
1997	0.1309952998
1998	0.1309654289
1999	0.1309352833
2000	0.1308963277
2001	0.130856428
2002	0.1308346167
2003	0.1308036979
2004	0.1307816066
2005	0.1307381658
2006	0.1307020928
2007	0.1306720493
2008	0.1306344293
2009	0.130612043
2010	0.1305905095
2011	0.1305548458
2012	0.1305220399
2013	0.1304967165
2014	0.1304635145
2015	0.1304355872
2016	0.1303932357
2017	0.1303689743
2018	0.1303467601
2019	0.1303086701
2020	0.1302765962
2021	0.1302417241
2022	0.1302051442
2023	0.1301741734
2024	0.1301400331
2025	0.1301156806
2026	0.1300931433
2027	0.1300649217
2028	0.1300336962
2029	0.1299980698
2030	0.1299702241
2031	0.1299396628
2032	0.1299214169
2033	0.1298872097
2034	0.1298447073
2035	0.1298099117
2036	0.1297828818
2037	0.129764916
2038	0.129730596
2039	0.1296931133
2040	0.1296566597
2041	0.1296201182
2042	0.1295910735
2043	0.1295673544
2044	0.1295345708
2045	0.1294874154
2046	0.1294633793
2047	0.1294274022
2048	0.1293946161
2049	0.1293687482
2050	0.1293359491
2051	0.129308725
2052	0.1292568275
2053	0.1292202279
2054	0.1291993716
2055	0.129175976
2056	0.1291499971
2057	0.1291205694
2058	0.129090518
2059	0.1290634685
2060	0.1290334763
2061	0.129003899
2062	0.1289650936
2063	0.1289308703
2064	0.12890029
2065	0.1288638369
2066	0.1288461242
2067	0.128810454
2068	0.1287831385
2069	0.1287562868
2070	0.1287250213
2071	0.1286972408
2072	0.1286754528
2073	0.1286393967
2074	0.1286160851
2075	0.1285898265
2076	0.1285560375
2077	0.1285277257
2078	0.1284737249
2079	0.1284362938
2080	0.1283986408
2081	0.1283691963
2082	0.1283348825
2083	0.1282934753
2084	0.1282673819
2085	0.1282374902
2086	0.1282020595
2087	0.1281547139
2088	0.1281260527
2089	0.1280989831
2090	0.1280698392
2091	0.1280499688
2092	0.128024774
2093	0.1279906977
2094	0.1279597263
2095	0.1279094449
2096	0.1278901235
2097	0.1278577764
2098	0.1278251289
2099	0.1277868453
2100	0.1277537321
2101	0.1277214736
2102	0.1276865963
2103	0.1276501514
2104	0.1276195265
2105	0.1275859383
2106	0.1275619058
2107	0.1275349123
2108	0.1275073971
2109	0.1274776029
2110	0.1274311581
2111	0.127400469
2112	0.1273712193
2113	0.127336748
2114	0.12730726
2115	0.1272890244
2116	0.1272614814
2117	0.1272304618
2118	0.1272016695
2119	0.1271703971
2120	0.1271367021
2121	0.1271103216
2122	0.1270845051
2123	0.1270418584
2124	0.1270074002
2125	0.1269901691
2126	0.1269553218
2127	0.1269224476
2128	0.1268999214
2129	0.1268549748
2130	0.1268212547
2131	0.1267932569
2132	0.1267736569
2133	0.1267509554
2134	0.1267142901
2135	0.1266762897
2136	0.1266400242
2137	0.1266064422
2138	0.1265638644
2139	0.1265439826
2140	0.1265313679
2141	0.1265055808
2142	0.126484743
2143	0.12644859
2144	0.1264231216
2145	0.1263998545
2146	0.1263695256
2147	0.1263394982
2148	0.1263098121
2149	0.126277755
2150	0.1262352783
2151	0.126214899
2152	0.1261639916
2153	0.1261285042
2154	0.1260976599
2155	0.1260633077
2156	0.1260309914
2157	0.1260034063
2158	0.1259751428
2159	0.1259385245
2160	0.1258945036
2161	0.1258609574
2162	0.1258208006
2163	0.1257984258
2164	0.1257707222
2165	0.1257411138
2166	0.125707459
2167	0.1256911798
2168	0.1256663618
2169	0.1256394524
2170	0.1256028532
2171	0.1255712327
2172	0.1255401295
2173	0.125515802
2174	0.1254907473
2175	0.1254559874
2176	0.1254317028
2177	0.1254079832
2178	0.1253787937
2179	0.1253424414
2180	0.1253130102
2181	0.1252842039
2182	0.1252603431
2183	0.1252315351
2184	0.1252093831
2185	0.1251879083
2186	0.1251615428
2187	0.1251356912
2188	0.1250991654
2189	0.1250803196
2190	0.1250573498
2191	0.125029301
2192	0.1250024054
2193	0.1249743653
2194	0.1249471428
2195	0.124927963
2196	0.124883731
2197	0.1248563466
2198	0.1248313699
2199	0.1248039165
2200	0.1247728255
2201	0.1247388928
2202	0.1247124919
2203	0.1246914246
2204	0.1246630209
2205	0.1246345476
2206	0.1246184241
2207	0.124587142
2208	0.1245698919
2209	0.1245509382
2210	0.124511921
2211	0.1244715944
2212	0.1244411424
2213	0.1244110997
2214	0.1243857254
2215	0.1243514644
2216	0.1243296806
2217	0.1242949025
2218	0.1242502579
2219	0.1242198963
2220	0.124171778
2221	0.1241464087
2222	0.1241230949
2223	0.1240940198
2224	0.1240634683
2225	0.1240270434
2226	0.1239942663
2227	0.1239573157
2228	0.1239236304
2229	0.1238900881
2230	0.1238691595
2231	0.1238390679
2232	0.1238073524
2233	0.1237863984
2234	0.1237643111
2235	0.1237325048
2236	0.1237000716
2237	0.1236653685
2238	0.1236450107
2239	0.1236150255
2240	0.1235790034
2241	0.1235602526
2242	0.1235291582
2243	0.1235129264
2244	0.1234904361
2245	0.1234611054
2246	0.1234298039
2247	0.1233982742
2248	0.1233807357
2249	0.123360952
2250	0.1233253736
2251	0.1232953275
2252	0.1232737623
2253	0.1232461003
2254	0.1232113823
2255	0.1231848826
2256	0.1231518283
2257	0.1231330925
2258	0.1231004725
2259	0.1230632795
2260	0.1230343107
2261	0.123001427
2262	0.122973956
2263	0.1229541283
2264	0.1229302456
2265	0.1229025609
2266	0.1228716982
2267	0.1228405417
2268	0.1228125369
2269	0.1227812482
2270	0.1227570407
2271	0.1227331912
2272	0.1227132272
2273	0.1226848522
2274	0.1226430826
2275	0.1226128316
2276	0.1225914771
2277	0.122575928
2278	0.1225471119
2279	0.1225286867
2280	0.1224940344
2281	0.1224603426
2282	0.1224388305
2283	0.1224085558
2284	0.1223845586
2285	0.1223521746
2286	0.1223270128
2287	0.1223040143
2288	0.1222651448
2289	0.1222360516
2290	0.1222029869
2291	0.1221823595
2292	0.1221506348
2293	0.1221248859
2294	0.1221014511
2295	0.122070598
2296	0.1220431677
2297	0.1220211637
2298	0.1220018139
2299	0.1219775804
2300	0.1219556859
2301	0.121910647
2302	0.1218850274
2303	0.1218394165
2304	0.1218114202
2305	0.121779193
2306	0.1217452611
2307	0.121723894
2308	0.1216925069
2309	0.1216681174
2310	0.1216487182
2311	0.121613954
2312	0.1215959191
2313	0.1215712894
2314	0.1215370127
2315	0.1215066753
2316	0.1214656862
2317	0.1214341527
2318	0.1213993727
2319	0.1213773241
2320	0.1213385483
2321	0.121311956
2322	0.1212717313
2323	0.1212520898
2324	0.1212266565
2325	0.1211978179
2326	0.1211704873
2327	0.1211464257
2328	0.1211239342
2329	0.1210976763
2330	0.1210643343
2331	0.1210357329
2332	0.1210141088
2333	0.1209890473
2334	0.1209560056
2335	0.1209299114
2336	0.1208975028
2337	0.1208634717
2338	0.1208266795
2339	0.1208089053
2340	0.1207683548
2341	0.1207423272
2342	0.1207103375
2343	0.1206775516
2344	0.1206536636
2345	0.1206327223
2346	0.1206099189
2347	0.1205772838
2348	0.1205507632
2349	0.1205247592
2350	0.1205018832
2351	0.1204763409
2352	0.1204396401
2353	0.1204135925
2354	0.1203855818
2355	0.120362749
2356	0.120319199
2357	0.1202902078
2358	0.120264942
2359	0.1202246525
2360	0.1201984969
2361	0.1201818701
2362	0.1201613997
2363	0.1201288358
2364	0.1201135794
2365	0.1200873281
2366	0.1200660635
2367	0.1200423578
2368	0.1200292062
2369	0.1200016529
2370	0.1199719905
2371	0.1199462068
2372	0.11991606
2373	0.1198856873
2374	0.119842224
2375	0.1198141166
2376	0.1197866848
2377	0.1197520571
2378	0.1197368832
2379	0.1197159741
2380	0.1196925611
2381	0.1196636489
2382	0.1196350474
2383	0.1196107419
2384	0.1195849836
2385	0.1195587259
2386	0.1195271928
2387	0.1194907964
2388	0.1194659329
2389	0.1194483985
2390	0.1194207386
2391	0.1193968191
2392	0.1193607401
2393	0.1193368389
2394	0.1193173915
2395	0.1192938624
2396	0.1192765675
2397	0.1192595168
2398	0.1192359903
2399	0.1192070739
2400	0.119184767
2401	0.119154506
2402	0.1191103751
2403	0.1190911836
2404	0.1190736653
2405	0.1190439485
2406	0.1190233282
2407	0.1189852864
2408	0.1189514933
2409	0.1189323402
2410	0.1188988547
2411	0.1188783062
2412	0.11885784
2413	0.1188314531
2414	0.1188087726
2415	0.1187871439
2416	0.1187638812
2417	0.1187435376
2418	0.1187160217
2419	0.118684167
2420	0.1186674527
2421	0.1186331993
2422	0.1185962678
2423	0.1185668388
2424	0.1185359458
2425	0.1185135576
2426	0.1184858972
2427	0.1184519714
2428	0.1184347879
2429	0.1184068081
2430	0.1183815037
2431	0.118367112
2432	0.1183304452
2433	0.1183076845
2434	0.1182745205
2435	0.1182517873
2436	0.118232203
2437	0.1181925431
2438	0.1181746956
2439	0.1181461432
2440	0.118118439
2441	0.1180881718
2442	0.1180606916
2443	0.1180374602
2444	0.1179903233
2445	0.1179627147
2446	0.1179253281
2447	0.1178991921
2448	0.1178770879
2449	0.1178487083
2450	0.1178196975
2451	0.117801933
2452	0.1177729107
2453	0.1177397458
2454	0.1177147496
2455	0.1176803692
2456	0.1176430327
2457	0.1176143603
2458	0.1175922145
2459	0.1175744383
2460	0.1175395261
2461	0.1175224052
2462	0.1174895521
2463	0.1174628658
2464	0.1174393388
2465	0.1174129405
2466	0.1173916889
2467	0.1173580529
2468	0.1173315351
2469	0.1173037318
2470	0.1172811381
2471	0.1172621357
2472	0.1172427469
2473	0.1172120574
2474	0.1171873066
2475	0.1171616367
2476	0.1171338058
2477	0.1171069083
2478	0.117076421
2479	0.1170521443
2480	0.1170274461
2481	0.1169982583
2482	0.1169615384
2483	0.1169431417
2484	0.1169222972
2485	0.1168903137
2486	0.1168657678
2487	0.116836938
2488	0.116810833
2489	0.116784882
2490	0.116747422
2491	0.1167181819
2492	0.1166938484
2493	0.1166759347
2494	0.1166463687
2495	0.116617913
2496	0.1165941075
2497	0.1165699543
2498	0.1165546461
2499	0.1165328876
2500	0.1165129008
2501	0.1164902425
2502	0.1164607099
2503	0.1164324675
2504	0.1163990715
2505	0.1163746259
2506	0.1163394732
2507	0.1163153575
2508	0.1162915045
2509	0.1162604139
2510	0.1162312008
2511	0.1162012245
2512	0.1161677575
2513	0.1161492956
2514	0.1161208265
2515	0.1160954333
2516	0.1160661871
2517	0.1160484263
2518	0.1160324084
2519	0.1160042751
2520	0.1159800589
2521	0.1159538318
2522	0.1159180021
2523	0.1158897605
2524	0.1158683482
2525	0.1158464701
2526	0.1158300084
2527	0.1158078723
2528	0.1157846671
2529	0.115754009
2530	0.1157333425
2531	0.1157102224
2532	0.1156868977
2533	0.1156596671
2534	0.1156301855
2535	0.1156049856
2536	0.1155818679
2537	0.1155499036
2538	0.1155241429
2539	0.1154967768
2540	0.115470658
2541	0.115453644
2542	0.1154238947
2543	0.1153918773
2544	0.1153741375
2545	0.1153390249
2546	0.1153068552
2547	0.1152851711
2548	0.1152575992
2549	0.1152425105
2550	0.115203744
2551	0.1151711386
2552	0.1151425932
2553	0.1151109122
2554	0.1150853077
2555	0.1150634504
2556	0.115023071
2557	0.1149982538
2558	0.1149687015
2559	0.1149420777
2560	0.1149194624
2561	0.1148916154
2562	0.1148691207
2563	0.114839374
2564	0.1148120834
2565	0.1147896196
2566	0.1147634488
2567	0.1147429736
2568	0.1147122103
2569	0.1146764972
2570	0.114641143
2571	0.114609602
2572	0.1145828487
2573	0.114559138
2574	0.1145346341
2575	0.1145156418
2576	0.1144887125
2577	0.114460018
2578	0.1144370439
2579	0.1144195801
2580	0.1143917195
2581	0.1143678086
2582	0.1143386336
2583	0.114319044
2584	0.1143062803
2585	0.1142847486
2586	0.1142624109
2587	0.1142332586
2588	0.1141993352
2589	0.1141749348
2590	0.1141562017
2591	0.1141358174
2592	0.1141129319
2593	0.1140915947
2594	0.1140724326
2595	0.1140482773
2596	0.1140231537
2597	0.1139805376
2598	0.1139641192
2599	0.113938714
2600	0.1139075766
2601	0.1138772397
2602	0.1138570042
2603	0.1138280088
2604	0.1138014757
2605	0.1137750224
2606	0.1137477541
2607	0.1137164155
2608	0.1136869574
2609	0.1136632131
2610	0.1136321651
2611	0.1136025259
2612	0.1135848554
2613	0.113558683
2614	0.1135335945
2615	0.1135058437
2616	0.113488998
2617	0.1134650642
2618	0.1134366657
2619	0.1134143056
2620	0.1134011857
2621	0.1133803474
2622	0.1133546499
2623	0.1133341209
2624	0.113303465
2625	0.1132822558
2626	0.1132599675
2627	0.1132364261
2628	0.1132113298
2629	0.1131888807
2630	0.1131730454
2631	0.1131363233
2632	0.113114743
2633	0.1130871544
2634	0.11306656
2635	0.1130408551
2636	0.1130148191
2637	0.1129961665
2638	0.1129685017
2639	0.1129484844
2640	0.1129184878
2641	0.1128972623
2642	0.1128536358
2643	0.1128376979
2644	0.1127975438
2645	0.1127732323
2646	0.1127425938
2647	0.112725714
2648	0.1126988329
2649	0.1126770361
2650	0.1126549179
2651	0.1126320531
2652	0.1126150734
2653	0.1125876422
2654	0.1125537571
2655	0.112528222
2656	0.1124916171
2657	0.1124748176
2658	0.1124382736
2659	0.1124159073
2660	0.1123876708
2661	0.1123520417
2662	0.1123235924
2663	0.1123043721
2664	0.1122743324
2665	0.1122464416
2666	0.1122228522
2667	0.112205605
2668	0.1121821921
2669	0.1121571896
2670	0.1121220318
2671	0.1120944037
2672	0.1120673582
2673	0.1120515615
2674	0.1120257908
2675	0.1119938269
2676	0.1119579969
2677	0.1119330334
2678	0.1119063614
2679	0.1118791943
2680	0.1118596149
2681	0.11183483
2682	0.1118050205
2683	0.1117843913
2684	0.1117616699
2685	0.1117324393
2686	0.111707001
2687	0.1116784438
2688	0.1116639345
2689	0.1116336955
2690	0.1116118086
2691	0.1115948034
2692	0.1115695245
2693	0.1115471536
2694	0.1115224961
2695	0.1114880425
2696	0.1114647365
2697	0.1114387318
2698	0.1114099678
2699	0.1113833931
2700	0.1113530507
2701	0.1113364078
2702	0.1113059897
2703	0.111287328
2704	0.1112671475
2705	0.1112437747
2706	0.1112219246
2707	0.1112057592
2708	0.1111795415
2709	0.1111546732
2710	0.1111316667
2711	0.1111103495
2712	0.1110960121
2713	0.1110764271
2714	0.1110560691
2715	0.111028407
2716	0.1110072428
2717	0.1109821699
2718	0.1109642451
2719	0.110936687
2720	0.1109131729
2721	0.1108929683
2722	0.1108706261
2723	0.1108476183
2724	0.1108222287
2725	0.1107998256
2726	0.1107790416
2727	0.1107578379
2728	0.1107313513
2729	0.1107115653
2730	0.1106891267
2731	0.1106609242
2732	0.1106366454
2733	0.1106107279
2734	0.1105864688
2735	0.1105532144
2736	0.1105270254
2737	0.1105123892
2738	0.110482618
2739	0.1104599259
2740	0.1104357216
2741	0.1104207074
2742	0.1103945997
2743	0.1103699994
2744	0.1103428367
2745	0.1103156522
2746	0.1102918824
2747	0.110274923
2748	0.1102482552
2749	0.1102167452
2750	0.1101993105
2751	0.1101709228
2752	0.1101476644
2753	0.1101195564
2754	0.1100942403
2755	0.1100710675
2756	0.1100449825
2757	0.1100198856
2758	0.1099893677
2759	0.1099637838
2760	0.1099434973
2761	0.1099183531
2762	0.1098940698
2763	0.1098761126
2764	0.1098563505
2765	0.1098321262
2766	0.1098043341
2767	0.1097743085
2768	0.1097408186
2769	0.109718966
2770	0.1097006992
2771	0.1096820271
2772	0.1096565863
2773	0.1096272062
2774	0.1096071809
2775	0.1095838636
2776	0.1095635492
2777	0.1095359753
2778	0.1095123651
2779	0.1094878344
2780	0.1094660436
2781	0.1094369216
2782	0.1094112773
2783	0.1093928186
2784	0.1093605479
2785	0.1093330762
2786	0.1093107116
2787	0.1092900265
2788	0.1092702965
2789	0.1092379536
2790	0.1092126914
2791	0.1091895135
2792	0.1091604766
2793	0.1091371984
2794	0.1091206487
2795	0.1090959234
2796	0.1090742621
2797	0.1090549066
2798	0.1090246267
2799	0.1089946156
2800	0.1089727541
2801	0.1089520132
2802	0.1089308417
2803	0.1089123276
2804	0.1088930621
2805	0.1088723994
2806	0.1088520233
2807	0.1088329773
2808	0.1088094026
2809	0.1087893527
2810	0.1087663575
2811	0.1087495285
2812	0.108727064
2813	0.1087149046
2814	0.1087027559
2815	0.1086780803
2816	0.108654796
2817	0.1086287028
2818	0.1085882287
2819	0.1085605745
2820	0.1085344426
2821	0.1085138383
2822	0.1084904152
2823	0.1084686393
2824	0.1084439483
2825	0.1084118073
2826	0.1083887435
2827	0.1083661655
2828	0.1083400131
2829	0.1083145893
2830	0.108288743
2831	0.108259343
2832	0.1082279007
2833	0.1082118955
2834	0.108189285
2835	0.108160719
2836	0.108135926
2837	0.1081178276
2838	0.1081058501
2839	0.1080857437
2840	0.1080611076
2841	0.1080420192
2842	0.1080237773
2843	0.1079994251
2844	0.1079739718
2845	0.1079529381
2846	0.1079279631
2847	0.1078984947
2848	0.1078723422
2849	0.1078560325
2850	0.1078351317
2851	0.1078145823
2852	0.1077894224
2853	0.1077700594
2854	0.1077309424
2855	0.1077030192
2856	0.1076836034
2857	0.1076542146
2858	0.1076246696
2859	0.1076050113
2860	0.1075845339
2861	0.1075537126
2862	0.1075255814
2863	0.1075009849
2864	0.1074755561
2865	0.1074510408
2866	0.1074381649
2867	0.1074202949
2868	0.107396519
2869	0.107371251
2870	0.1073478265
2871	0.1073178172
2872	0.1072988311
2873	0.1072794262
2874	0.1072617156
2875	0.1072369965
2876	0.1072161114
2877	0.1072010391
2878	0.1071869165
2879	0.107163936
2880	0.1071338408
2881	0.1071179824
2882	0.1070985655
2883	0.1070754689
2884	0.1070490353
2885	0.1070336281
2886	0.1070053952
2887	0.1069862205
2888	0.1069658818
2889	0.1069441704
2890	0.1069247356
2891	0.1069016889
2892	0.1068840272
2893	0.1068603065
2894	0.1068372464
2895	0.1068181484
2896	0.1067897815
2897	0.1067623986
2898	0.1067413474
2899	0.1067170436
2900	0.1066844393
2901	0.1066627896
2902	0.106631009
2903	0.106607187
2904	0.106582591
2905	0.106565308
2906	0.1065472113
2907	0.1065350211
2908	0.1065060198
2909	0.1064831845
2910	0.1064605771
2911	0.1064298427
2912	0.1064148061
2913	0.1063972679
2914	0.10637727
2915	0.1063545971
2916	0.1063355409
2917	0.1063129462
2918	0.106286031
2919	0.1062732261
2920	0.1062487335
2921	0.1062229789
2922	0.1062028705
2923	0.1061761176
2924	0.1061569593
