iter	Passed	Remaining
1679	8762	43394
1680	8767	43390
1681	8772	43384
1682	8778	43380
1683	8783	43374
1684	8788	43369
1685	8793	43364
1686	8799	43360
1687	8804	43355
1688	8809	43349
1689	8814	43343
1690	8819	43336
1691	8825	43332
1692	8830	43327
1693	8835	43321
1694	8840	43316
1695	8845	43310
1696	8850	43305
1697	8855	43299
1698	8861	43293
1699	8865	43286
1700	8871	43282
1701	8876	43275
1702	8881	43268
1703	8886	43263
1704	8891	43258
1705	8896	43253
1706	8902	43249
1707	8907	43245
1708	8912	43239
1709	8918	43234
1710	8923	43229
1711	8928	43223
1712	8933	43217
1713	8938	43211
1714	8943	43203
1715	8948	43198
1716	8953	43193
1717	8958	43186
1718	8963	43178
1719	8968	43174
1720	8973	43169
1721	8978	43162
1722	8983	43157
1723	8989	43152
1724	8994	43146
1725	8999	43143
1726	9004	43137
1727	9009	43130
1728	9015	43125
1729	9019	43118
1730	9024	43112
1731	9029	43104
1732	9034	43098
1733	9039	43090
1734	9044	43085
1735	9049	43078
1736	9055	43078
1737	9061	43076
1738	9066	43072
1739	9072	43067
1740	9077	43061
1741	9082	43056
1742	9088	43052
1743	9093	43047
1744	9098	43041
1745	9103	43036
1746	9108	43030
1747	9113	43024
1748	9119	43020
1749	9124	43014
1750	9129	43008
1751	9134	43003
1752	9139	42996
1753	9143	42987
1754	9148	42980
1755	9153	42974
1756	9159	42969
1757	9164	42963
1758	9168	42956
1759	9174	42951
1760	9179	42946
1761	9184	42941
1762	9189	42934
1763	9194	42930
1764	9200	42924
1765	9204	42918
1766	9210	42913
1767	9215	42908
1768	9221	42905
1769	9226	42900
1770	9232	42899
1771	9238	42895
1772	9243	42892
1773	9249	42888
1774	9254	42884
1775	9260	42880
1776	9265	42874
1777	9270	42869
1778	9275	42865
1779	9281	42863
1780	9287	42859
1781	9292	42855
1782	9298	42851
1783	9303	42846
1784	9308	42841
1785	9314	42838
1786	9319	42833
1787	9325	42829
1788	9330	42823
1789	9335	42818
1790	9340	42811
1791	9346	42808
1792	9351	42802
1793	9356	42796
1794	9361	42791
1795	9366	42785
1796	9371	42779
1797	9376	42774
1798	9381	42768
1799	9387	42763
1800	9392	42758
1801	9397	42753
1802	9402	42747
1803	9407	42741
1804	9412	42735
1805	9417	42729
1806	9423	42725
1807	9428	42718
1808	9433	42713
1809	9437	42705
1810	9442	42698
1811	9448	42693
1812	9453	42689
1813	9458	42682
1814	9463	42676
1815	9468	42669
1816	9472	42661
1817	9477	42655
1818	9482	42649
1819	9488	42644
1820	9492	42637
1821	9497	42630
1822	9502	42625
1823	9508	42620
1824	9512	42612
1825	9517	42605
1826	9522	42599
1827	9527	42591
1828	9532	42585
1829	9537	42578
1830	9542	42572
1831	9547	42567
1832	9552	42562
1833	9557	42557
1834	9563	42553
1835	9568	42548
1836	9574	42544
1837	9579	42540
1838	9585	42536
1839	9590	42532
1840	9595	42527
1841	9601	42523
1842	9606	42519
1843	9612	42514
1844	9616	42506
1845	9621	42499
1846	9626	42495
1847	9632	42491
1848	9637	42485
1849	9642	42477
1850	9647	42472
1851	9652	42466
1852	9657	42461
1853	9662	42455
1854	9667	42449
1855	9672	42444
1856	9678	42439
1857	9683	42434
1858	9688	42429
1859	9694	42424
1860	9699	42419
1861	9704	42415
1862	9710	42411
1863	9715	42407
1864	9720	42400
1865	9725	42394
1866	9730	42388
1867	9735	42383
1868	9741	42379
1869	9746	42374
1870	9752	42370
1871	9758	42368
1872	9764	42368
1873	9770	42364
1874	9775	42361
1875	9781	42359
1876	9787	42357
1877	9793	42353
1878	9798	42349
1879	9804	42346
1880	9810	42343
1881	9815	42338
1882	9820	42333
1883	9825	42328
1884	9831	42324
1885	9836	42320
1886	9842	42315
1887	9847	42312
1888	9853	42309
1889	9859	42305
1890	9864	42302
1891	9870	42297
1892	9875	42294
1893	9881	42291
1894	9887	42287
1895	9892	42281
1896	9897	42278
1897	9903	42275
1898	9909	42272
1899	9915	42269
1900	9921	42268
1901	9926	42263
1902	9932	42261
1903	9937	42256
1904	9943	42252
1905	9948	42245
1906	9953	42241
1907	9958	42234
1908	9963	42229
1909	9968	42223
1910	9974	42219
1911	9979	42214
1912	9984	42209
1913	9989	42203
1914	9994	42197
1915	10000	42193
1916	10005	42189
1917	10011	42185
1918	10016	42179
1919	10021	42173
1920	10026	42166
1921	10031	42162
1922	10037	42159
1923	10043	42156
1924	10048	42152
1925	10054	42148
1926	10059	42144
1927	10064	42139
1928	10070	42135
1929	10075	42130
1930	10081	42126
1931	10086	42120
1932	10092	42117
1933	10097	42112
1934	10103	42109
1935	10108	42104
1936	10114	42101
1937	10120	42098
1938	10125	42094
1939	10131	42091
1940	10137	42088
1941	10142	42084
1942	10148	42080
1943	10153	42075
1944	10158	42072
1945	10164	42070
1946	10169	42063
1947	10174	42057
1948	10180	42052
1949	10186	42049
1950	10191	42045
1951	10197	42042
1952	10202	42037
1953	10207	42030
1954	10212	42024
1955	10217	42019
1956	10222	42014
1957	10228	42010
1958	10232	42002
1959	10238	41998
1960	10243	41992
1961	10248	41987
1962	10253	41980
1963	10258	41973
1964	10263	41968
1965	10268	41962
1966	10273	41957
1967	10278	41950
1968	10284	41945
1969	10289	41941
1970	10294	41935
1971	10299	41929
1972	10305	41925
1973	10309	41918
1974	10315	41913
1975	10319	41905
1976	10325	41901
1977	10330	41896
1978	10335	41889
1979	10340	41884
1980	10345	41878
1981	10350	41872
1982	10356	41868
1983	10361	41864
1984	10367	41860
1985	10372	41855
1986	10377	41850
1987	10382	41841
1988	10387	41837
1989	10392	41831
1990	10397	41825
1991	10402	41820
1992	10408	41815
1993	10413	41811
1994	10418	41805
1995	10423	41798
1996	10428	41792
1997	10433	41786
1998	10438	41780
1999	10444	41776
2000	10449	41770
2001	10454	41765
2002	10459	41761
2003	10465	41756
2004	10469	41748
2005	10475	41743
2006	10480	41737
2007	10485	41733
2008	10490	41725
2009	10495	41720
2010	10500	41714
2011	10505	41708
2012	10510	41703
2013	10515	41698
2014	10520	41691
2015	10526	41686
2016	10531	41682
2017	10536	41677
2018	10542	41672
2019	10547	41667
2020	10552	41663
2021	10558	41660
2022	10564	41656
2023	10570	41654
2024	10576	41651
2025	10582	41649
2026	10587	41645
2027	10592	41640
2028	10598	41637
2029	10604	41633
2030	10609	41628
2031	10613	41619
2032	10619	41615
2033	10624	41609
2034	10629	41604
2035	10634	41598
2036	10639	41593
2037	10645	41588
2038	10650	41583
2039	10656	41579
2040	10661	41574
2041	10666	41569
2042	10671	41562
2043	10676	41556
2044	10681	41551
2045	10686	41546
2046	10692	41540
2047	10696	41534
2048	10702	41529
2049	10707	41523
2050	10712	41518
2051	10717	41513
2052	10722	41507
2053	10727	41500
2054	10732	41494
2055	10737	41489
2056	10743	41483
2057	10748	41478
2058	10753	41473
2059	10758	41466
2060	10763	41459
2061	10767	41452
2062	10773	41447
2063	10778	41441
2064	10783	41435
2065	10788	41429
2066	10793	41424
2067	10798	41419
2068	10804	41414
2069	10809	41409
2070	10814	41404
2071	10819	41398
2072	10824	41393
2073	10830	41388
2074	10834	41380
2075	10839	41374
2076	10845	41370
2077	10850	41363
2078	10855	41357
2079	10860	41353
2080	10865	41348
2081	10869	41338
2082	10875	41333
2083	10879	41326
2084	10885	41321
2085	10890	41316
2086	10896	41313
2087	10900	41306
2088	10906	41301
2089	10911	41296
2090	10916	41292
2091	10922	41287
2092	10927	41280
2093	10931	41272
2094	10936	41267
2095	10941	41260
2096	10946	41255
2097	10952	41250
2098	10957	41244
2099	10962	41239
2100	10967	41234
2101	10972	41228
2102	10978	41224
2103	10983	41218
2104	10988	41211
2105	10992	41205
2106	10998	41199
2107	11003	41194
2108	11008	41187
2109	11013	41183
2110	11018	41177
2111	11023	41171
2112	11028	41165
2113	11033	41160
2114	11039	41155
2115	11044	41149
2116	11049	41143
2117	11054	41138
2118	11059	41132
2119	11064	41125
2120	11069	41120
2121	11074	41116
2122	11079	41109
2123	11084	41103
2124	11089	41097
2125	11094	41091
2126	11100	41086
2127	11105	41081
2128	11110	41076
2129	11115	41070
2130	11120	41065
2131	11126	41060
2132	11131	41054
2133	11136	41050
2134	11141	41043
2135	11145	41035
2136	11150	41028
2137	11156	41023
2138	11160	41016
2139	11165	41010
2140	11171	41005
2141	11176	40999
2142	11181	40995
2143	11186	40989
2144	11191	40985
2145	11197	40979
2146	11202	40973
2147	11207	40969
2148	11212	40963
2149	11216	40954
2150	11221	40947
2151	11226	40942
2152	11231	40934
2153	11236	40927
2154	11241	40923
2155	11246	40918
2156	11251	40912
2157	11256	40907
2158	11262	40901
2159	11267	40896
2160	11271	40887
2161	11276	40882
2162	11282	40877
2163	11287	40871
2164	11292	40865
2165	11297	40859
2166	11302	40853
2167	11307	40847
2168	11312	40841
2169	11317	40835
2170	11322	40830
2171	11327	40824
2172	11332	40819
2173	11337	40814
2174	11343	40809
2175	11348	40804
2176	11353	40799
2177	11359	40794
2178	11364	40790
2179	11369	40784
2180	11374	40777
2181	11379	40772
2182	11384	40767
2183	11389	40761
2184	11394	40755
2185	11400	40751
2186	11405	40745
2187	11410	40740
2188	11415	40733
2189	11420	40728
2190	11425	40722
2191	11431	40718
2192	11436	40713
2193	11441	40707
2194	11446	40701
2195	11452	40698
2196	11457	40691
2197	11462	40686
2198	11467	40681
2199	11472	40675
2200	11477	40670
2201	11482	40662
2202	11486	40655
2203	11492	40650
2204	11497	40643
2205	11502	40637
2206	11507	40632
2207	11512	40627
2208	11517	40622
2209	11522	40616
2210	11528	40611
2211	11532	40603
2212	11537	40598
2213	11543	40593
2214	11548	40588
2215	11553	40583
2216	11559	40581
2217	11565	40577
2218	11570	40572
2219	11576	40570
2220	11582	40566
2221	11586	40559
2222	11591	40553
2223	11596	40546
2224	11601	40541
2225	11607	40536
2226	11612	40531
2227	11617	40526
2228	11621	40517
2229	11626	40509
2230	11631	40504
2231	11636	40498
2232	11641	40492
2233	11646	40486
2234	11651	40479
2235	11656	40473
2236	11661	40468
2237	11666	40462
2238	11671	40456
2239	11676	40451
2240	11681	40446
2241	11687	40442
2242	11692	40436
2243	11697	40431
2244	11702	40425
2245	11707	40419
2246	11712	40411
2247	11717	40405
2248	11722	40400
2249	11727	40395
2250	11732	40389
2251	11737	40384
2252	11743	40379
2253	11747	40372
2254	11752	40365
2255	11757	40360
2256	11762	40354
2257	11768	40349
2258	11773	40344
2259	11778	40337
2260	11783	40332
2261	11788	40326
2262	11793	40319
2263	11797	40311
2264	11802	40306
2265	11807	40300
2266	11812	40293
2267	11817	40287
2268	11822	40282
2269	11828	40277
2270	11833	40272
2271	11838	40268
2272	11844	40264
2273	11849	40260
2274	11854	40254
2275	11859	40248
2276	11864	40243
2277	11870	40237
2278	11875	40231
2279	11880	40226
2280	11885	40220
2281	11890	40214
2282	11895	40209
2283	11900	40204
2284	11905	40199
2285	11911	40194
2286	11916	40189
2287	11922	40184
2288	11926	40177
2289	11932	40173
2290	11937	40167
2291	11942	40163
2292	11948	40159
2293	11952	40152
2294	11958	40147
2295	11963	40142
2296	11968	40137
2297	11974	40133
2298	11979	40127
2299	11984	40122
2300	11990	40118
2301	11995	40112
2302	12000	40108
2303	12005	40102
2304	12011	40098
2305	12016	40093
2306	12021	40087
2307	12026	40082
2308	12031	40076
2309	12037	40071
2310	12042	40066
2311	12047	40060
2312	12052	40056
2313	12058	40051
2314	12063	40045
2315	12068	40040
2316	12073	40035
2317	12079	40031
2318	12084	40025
2319	12089	40020
2320	12094	40014
2321	12099	40007
2322	12104	40001
2323	12109	39997
2324	12114	39991
2325	12119	39986
2326	12124	39980
2327	12130	39975
2328	12135	39971
2329	12140	39965
2330	12146	39961
2331	12151	39956
2332	12156	39951
2333	12161	39944
2334	12166	39938
2335	12171	39933
2336	12176	39928
2337	12181	39922
2338	12187	39916
2339	12192	39910
2340	12196	39904
2341	12202	39899
2342	12207	39893
2343	12212	39887
2344	12217	39883
2345	12223	39879
2346	12228	39874
2347	12234	39869
2348	12239	39864
2349	12244	39860
2350	12249	39854
2351	12255	39850
2352	12260	39844
2353	12265	39839
2354	12270	39833
2355	12276	39829
2356	12280	39822
2357	12286	39817
2358	12291	39814
2359	12296	39808
2360	12301	39802
2361	12307	39798
2362	12312	39793
2363	12318	39788
2364	12323	39784
2365	12328	39779
2366	12334	39774
2367	12339	39770
2368	12345	39766
2369	12350	39761
2370	12356	39757
2371	12361	39751
2372	12366	39746
2373	12371	39741
2374	12376	39736
2375	12382	39731
2376	12387	39725
2377	12392	39719
2378	12397	39714
2379	12402	39708
2380	12407	39704
2381	12413	39699
2382	12418	39694
2383	12424	39690
2384	12428	39684
2385	12434	39678
2386	12439	39673
2387	12443	39666
2388	12448	39659
2389	12454	39655
2390	12459	39649
2391	12464	39645
2392	12469	39637
2393	12474	39633
2394	12479	39627
2395	12484	39621
2396	12489	39616
2397	12495	39612
2398	12500	39605
2399	12505	39600
2400	12510	39594
2401	12515	39590
2402	12521	39584
2403	12526	39580
2404	12531	39575
2405	12537	39571
2406	12542	39566
2407	12547	39560
2408	12553	39556
2409	12559	39553
2410	12564	39547
2411	12569	39543
2412	12574	39538
2413	12580	39533
2414	12585	39527
2415	12590	39523
2416	12595	39517
2417	12601	39512
2418	12606	39506
2419	12611	39501
2420	12616	39497
2421	12621	39491
2422	12626	39485
2423	12631	39479
2424	12636	39473
2425	12642	39469
2426	12647	39463
2427	12652	39457
2428	12657	39453
2429	12662	39447
2430	12667	39441
2431	12673	39438
2432	12679	39433
2433	12684	39429
2434	12689	39423
2435	12694	39418
2436	12700	39413
2437	12704	39407
2438	12710	39402
2439	12715	39396
2440	12720	39389
2441	12725	39384
2442	12730	39378
2443	12735	39373
2444	12740	39366
2445	12744	39360
2446	12749	39352
2447	12754	39347
2448	12759	39342
2449	12764	39336
2450	12769	39330
2451	12774	39324
2452	12779	39317
2453	12783	39309
2454	12788	39304
2455	12793	39298
2456	12799	39293
2457	12804	39287
2458	12809	39282
2459	12814	39277
2460	12819	39271
2461	12824	39265
2462	12829	39260
2463	12834	39254
2464	12840	39250
2465	12845	39245
2466	12851	39241
2467	12856	39235
2468	12861	39230
2469	12867	39226
2470	12871	39219
2471	12877	39214
2472	12881	39207
2473	12887	39203
2474	12892	39198
2475	12897	39192
2476	12902	39187
2477	12907	39181
2478	12912	39175
2479	12917	39169
2480	12923	39164
2481	12928	39159
2482	12933	39154
2483	12938	39150
2484	12944	39145
2485	12949	39140
2486	12954	39135
2487	12960	39130
2488	12965	39125
2489	12970	39119
2490	12975	39113
2491	12980	39107
2492	12985	39101
2493	12990	39097
2494	12996	39092
2495	13001	39088
2496	13006	39083
2497	13012	39077
2498	13017	39073
2499	13022	39068
2500	13028	39063
2501	13033	39058
2502	13038	39052
2503	13043	39048
2504	13048	39042
2505	13054	39037
2506	13059	39032
2507	13064	39028
2508	13070	39023
2509	13075	39018
2510	13080	39012
2511	13085	39006
2512	13090	39000
2513	13095	38995
2514	13100	38989
2515	13105	38983
2516	13110	38978
2517	13116	38973
2518	13121	38968
2519	13125	38959
2520	13130	38953
2521	13136	38950
2522	13140	38943
2523	13145	38937
2524	13151	38932
2525	13156	38927
2526	13161	38921
2527	13166	38916
2528	13171	38911
2529	13176	38905
2530	13181	38900
2531	13187	38895
2532	13193	38891
2533	13198	38886
2534	13203	38881
2535	13208	38876
2536	13213	38870
2537	13218	38864
2538	13224	38859
2539	13229	38854
2540	13234	38848
2541	13239	38844
2542	13244	38838
2543	13250	38833
2544	13255	38828
2545	13260	38823
2546	13265	38817
2547	13271	38813
2548	13276	38808
2549	13281	38802
2550	13286	38796
2551	13291	38791
2552	13296	38786
2553	13301	38780
2554	13307	38775
2555	13312	38770
2556	13317	38765
2557	13322	38759
2558	13327	38752
2559	13331	38745
2560	13337	38740
2561	13342	38735
2562	13347	38730
2563	13353	38726
2564	13358	38721
2565	13363	38716
2566	13368	38710
2567	13374	38705
2568	13379	38701
2569	13385	38696
2570	13390	38691
2571	13395	38685
2572	13400	38680
2573	13405	38673
2574	13410	38668
2575	13415	38663
2576	13421	38659
2577	13426	38654
2578	13431	38649
2579	13436	38643
2580	13442	38638
2581	13447	38633
2582	13452	38628
2583	13457	38623
2584	13463	38619
2585	13468	38613
2586	13473	38608
2587	13479	38604
2588	13484	38598
2589	13489	38593
2590	13494	38587
2591	13499	38582
2592	13504	38576
2593	13510	38571
2594	13515	38567
2595	13520	38562
2596	13526	38557
2597	13531	38552
2598	13536	38547
2599	13542	38543
2600	13546	38536
2601	13551	38530
2602	13557	38525
2603	13562	38520
2604	13567	38516
2605	13573	38511
2606	13578	38505
2607	13583	38499
2608	13588	38493
2609	13593	38488
2610	13598	38482
2611	13603	38477
2612	13608	38472
2613	13614	38468
2614	13619	38462
2615	13624	38457
2616	13630	38452
2617	13635	38449
2618	13640	38442
2619	13644	38435
2620	13650	38430
2621	13655	38425
2622	13660	38420
2623	13666	38415
2624	13671	38410
2625	13676	38404
2626	13681	38399
2627	13686	38394
2628	13692	38389
2629	13697	38384
2630	13703	38380
2631	13708	38374
2632	13713	38369
2633	13718	38365
2634	13724	38359
2635	13729	38354
2636	13734	38349
2637	13740	38345
2638	13745	38340
2639	13751	38336
2640	13756	38331
2641	13761	38326
2642	13766	38319
2643	13771	38315
2644	13776	38309
2645	13781	38304
2646	13787	38299
2647	13793	38295
2648	13798	38290
2649	13803	38285
2650	13809	38281
2651	13814	38277
2652	13819	38271
2653	13824	38265
2654	13829	38259
2655	13834	38253
2656	13840	38249
2657	13845	38244
2658	13851	38240
2659	13856	38235
2660	13861	38230
2661	13866	38224
2662	13871	38218
2663	13876	38212
2664	13881	38205
2665	13886	38200
2666	13891	38196
2667	13897	38191
2668	13902	38184
2669	13907	38179
2670	13912	38174
2671	13917	38168
2672	13921	38161
2673	13927	38156
2674	13932	38151
2675	13937	38145
2676	13942	38138
2677	13947	38133
2678	13952	38128
2679	13957	38122
2680	13962	38116
2681	13967	38111
2682	13972	38105
2683	13977	38100
2684	13983	38095
2685	13988	38090
2686	13993	38085
2687	13998	38080
2688	14004	38076
2689	14009	38071
2690	14015	38066
2691	14020	38062
2692	14025	38056
2693	14030	38050
2694	14035	38044
2695	14040	38039
2696	14045	38032
2697	14050	38027
2698	14055	38022
2699	14061	38017
2700	14066	38012
2701	14071	38007
2702	14077	38002
2703	14082	37996
2704	14087	37990
2705	14092	37985
2706	14097	37981
2707	14103	37976
2708	14108	37971
2709	14113	37965
2710	14118	37960
2711	14124	37955
2712	14129	37951
2713	14134	37944
2714	14139	37939
2715	14144	37932
2716	14149	37927
2717	14154	37921
2718	14159	37916
2719	14164	37910
2720	14169	37905
2721	14174	37899
2722	14180	37896
2723	14185	37891
2724	14191	37886
2725	14196	37880
2726	14201	37875
2727	14206	37871
2728	14212	37866
2729	14217	37862
2730	14223	37857
2731	14227	37850
2732	14232	37844
2733	14237	37838
2734	14242	37832
2735	14247	37827
2736	14252	37821
2737	14258	37816
2738	14263	37811
2739	14268	37807
2740	14273	37800
2741	14279	37796
2742	14284	37790
2743	14289	37785
2744	14294	37779
2745	14299	37773
2746	14304	37768
2747	14309	37762
2748	14314	37755
2749	14319	37750
2750	14323	37743
2751	14328	37736
2752	14333	37731
2753	14338	37725
2754	14343	37721
2755	14349	37716
2756	14354	37711
2757	14359	37706
2758	14365	37701
2759	14370	37695
2760	14374	37689
2761	14380	37683
2762	14384	37677
2763	14389	37672
2764	14394	37666
2765	14399	37659
2766	14404	37654
2767	14410	37649
2768	14414	37642
2769	14419	37637
2770	14425	37632
2771	14429	37626
2772	14434	37620
2773	14439	37614
2774	14444	37608
2775	14450	37603
2776	14455	37597
2777	14460	37592
2778	14465	37586
2779	14470	37581
2780	14475	37576
2781	14481	37571
2782	14485	37565
2783	14491	37560
2784	14495	37552
2785	14500	37546
2786	14505	37541
2787	14510	37535
2788	14516	37531
2789	14521	37526
2790	14525	37517
2791	14529	37511
2792	14535	37506
2793	14540	37501
2794	14546	37496
2795	14552	37493
2796	14557	37489
2797	14563	37486
2798	14568	37480
2799	14573	37474
2800	14578	37469
2801	14583	37463
2802	14589	37459
2803	14593	37452
2804	14599	37448
2805	14604	37443
2806	14610	37438
2807	14615	37434
2808	14620	37429
2809	14626	37424
2810	14631	37420
2811	14637	37415
2812	14642	37409
2813	14647	37405
2814	14653	37400
2815	14657	37393
2816	14662	37388
2817	14667	37382
2818	14672	37376
2819	14678	37371
2820	14683	37367
2821	14688	37361
2822	14693	37356
2823	14699	37351
2824	14704	37346
2825	14709	37341
2826	14715	37337
2827	14720	37330
2828	14725	37325
2829	14730	37319
2830	14735	37315
2831	14740	37310
2832	14746	37305
2833	14751	37300
2834	14756	37295
2835	14762	37290
2836	14767	37284
2837	14772	37280
2838	14778	37275
2839	14783	37270
2840	14788	37266
2841	14793	37260
2842	14799	37256
2843	14804	37251
2844	14810	37247
2845	14815	37241
2846	14820	37236
2847	14825	37230
2848	14830	37224
2849	14835	37220
2850	14841	37215
2851	14846	37210
2852	14852	37207
2853	14857	37202
2854	14862	37195
2855	14867	37189
2856	14872	37182
2857	14876	37175
2858	14881	37170
2859	14886	37165
2860	14892	37160
2861	14897	37154
2862	14902	37149
2863	14908	37145
2864	14913	37139
2865	14918	37134
2866	14923	37129
2867	14929	37125
2868	14934	37121
2869	14939	37115
2870	14944	37108
2871	14949	37103
2872	14954	37097
2873	14960	37093
2874	14965	37088
2875	14970	37083
2876	14976	37078
2877	14981	37074
2878	14987	37070
2879	14992	37065
2880	14997	37058
2881	15002	37053
2882	15008	37049
2883	15013	37045
2884	15019	37040
2885	15024	37036
2886	15029	37029
2887	15034	37024
2888	15039	37019
2889	15045	37015
2890	15050	37010
2891	15055	37004
2892	15060	36998
2893	15065	36993
2894	15071	36987
2895	15076	36983
2896	15081	36978
2897	15086	36972
2898	15092	36967
2899	15097	36962
2900	15102	36957
2901	15107	36951
2902	15112	36945
2903	15117	36939
2904	15122	36934
2905	15127	36928
2906	15132	36922
2907	15137	36918
2908	15143	36913
2909	15148	36907
2910	15153	36901
2911	15158	36896
2912	15163	36892
2913	15169	36886
2914	15174	36881
2915	15179	36877
2916	15185	36872
2917	15190	36866
2918	15195	36861
2919	15200	36856
2920	15205	36850
2921	15210	36845
2922	15215	36840
2923	15220	36833
2924	15226	36829
2925	15231	36824
2926	15236	36817
2927	15240	36810
2928	15245	36805
2929	15250	36798
2930	15255	36794
2931	15260	36788
2932	15266	36784
2933	15272	36780
2934	15277	36776
2935	15282	36769
2936	15287	36763
2937	15292	36758
2938	15297	36753
2939	15303	36748
2940	15308	36743
2941	15313	36737
2942	15318	36731
2943	15323	36726
2944	15328	36721
2945	15333	36716
2946	15339	36711
2947	15344	36705
2948	15349	36701
2949	15355	36696
2950	15359	36689
2951	15365	36684
2952	15369	36678
2953	15375	36673
2954	15380	36668
2955	15385	36664
2956	15391	36658
2957	15396	36653
2958	15401	36648
2959	15407	36644
2960	15412	36639
2961	15417	36633
2962	15422	36628
2963	15428	36623
2964	15433	36619
2965	15438	36614
2966	15443	36608
2967	15449	36603
2968	15454	36597
2969	15459	36591
2970	15464	36586
2971	15469	36580
2972	15474	36575
2973	15479	36570
2974	15484	36564
2975	15490	36559
2976	15494	36553
2977	15499	36546
2978	15504	36541
2979	15509	36536
2980	15514	36529
2981	15519	36524
2982	15524	36519
2983	15529	36513
2984	15534	36508
2985	15540	36502
2986	15545	36498
2987	15551	36494
2988	15557	36490
2989	15562	36486
2990	15567	36480
2991	15572	36475
2992	15578	36470
2993	15583	36465
2994	15588	36459
2995	15593	36455
2996	15599	36450
2997	15605	36446
2998	15610	36441
2999	15615	36436
3000	15620	36431
3001	15626	36426
3002	15631	36421
3003	15636	36416
3004	15641	36410
3005	15647	36406
3006	15652	36401
3007	15658	36397
3008	15663	36391
3009	15669	36387
3010	15674	36382
3011	15679	36377
3012	15684	36372
3013	15689	36365
3014	15694	36360
3015	15700	36356
3016	15705	36350
3017	15710	36345
3018	15716	36341
3019	15721	36336
3020	15726	36330
3021	15731	36325
3022	15736	36319
3023	15741	36313
3024	15746	36307
3025	15751	36302
3026	15757	36298
3027	15762	36293
3028	15767	36286
3029	15772	36282
3030	15777	36276
3031	15783	36272
3032	15788	36267
3033	15793	36260
3034	15798	36254
3035	15803	36250
3036	15809	36246
3037	15814	36241
3038	15819	36235
3039	15824	36228
3040	15829	36224
3041	15834	36219
3042	15840	36214
3043	15845	36209
3044	15850	36203
3045	15855	36198
3046	15861	36193
3047	15866	36188
3048	15871	36184
3049	15877	36179
3050	15881	36173
3051	15886	36167
3052	15891	36160
3053	15897	36156
3054	15902	36150
3055	15907	36145
3056	15912	36141
3057	15918	36135
3058	15922	36129
3059	15928	36125
3060	15933	36119
3061	15938	36114
3062	15943	36109
3063	15949	36104
3064	15954	36099
3065	15959	36093
3066	15964	36087
3067	15969	36082
3068	15974	36076
3069	15980	36072
3070	15985	36067
3071	15990	36062
3072	15996	36058
3073	16001	36053
3074	16007	36050
3075	16013	36046
3076	16019	36042
3077	16025	36038
3078	16030	36033
3079	16036	36029
3080	16041	36023
3081	16046	36018
3082	16051	36013
3083	16057	36009
3084	16062	36003
3085	16067	35997
3086	16071	35991
3087	16076	35985
3088	16081	35979
3089	16087	35974
3090	16091	35968
3091	16097	35963
3092	16102	35958
3093	16107	35952
3094	16111	35945
3095	16117	35940
3096	16122	35935
3097	16127	35930
3098	16132	35925
3099	16137	35919
3100	16143	35915
3101	16148	35909
3102	16154	35905
3103	16159	35900
3104	16164	35895
3105	16170	35890
3106	16175	35885
3107	16180	35880
3108	16185	35875
3109	16191	35870
3110	16196	35866
3111	16201	35859
3112	16206	35855
3113	16211	35849
3114	16217	35845
3115	16222	35839
3116	16227	35833
3117	16231	35826
3118	16237	35821
3119	16242	35816
3120	16248	35812
3121	16252	35806
3122	16257	35799
3123	16262	35794
3124	16267	35788
3125	16273	35784
3126	16278	35778
3127	16283	35773
3128	16288	35767
3129	16293	35762
3130	16298	35756
3131	16304	35752
3132	16309	35747
3133	16315	35743
3134	16320	35738
3135	16325	35732
3136	16330	35727
3137	16335	35721
3138	16340	35715
3139	16345	35711
3140	16350	35704
3141	16355	35698
3142	16360	35694
3143	16366	35689
3144	16371	35684
3145	16376	35678
3146	16381	35671
3147	16386	35666
3148	16390	35660
3149	16396	35655
3150	16401	35650
3151	16405	35643
3152	16411	35638
3153	16416	35633
3154	16421	35628
3155	16426	35622
3156	16431	35616
3157	16437	35611
3158	16442	35606
3159	16447	35601
3160	16452	35596
3161	16457	35590
3162	16463	35586
3163	16468	35580
3164	16472	35573
3165	16477	35567
3166	16482	35562
3167	16488	35557
3168	16493	35552
3169	16497	35545
3170	16502	35540
3171	16508	35535
3172	16513	35529
3173	16518	35523
3174	16523	35518
3175	16528	35513
3176	16534	35508
3177	16539	35504
3178	16545	35500
3179	16551	35496
3180	16556	35492
3181	16562	35487
3182	16567	35483
3183	16573	35478
3184	16578	35473
3185	16584	35468
3186	16589	35464
3187	16594	35458
3188	16599	35453
3189	16605	35448
3190	16610	35444
3191	16616	35439
3192	16621	35434
3193	16626	35429
3194	16631	35423
3195	16637	35419
3196	16642	35414
3197	16648	35410
3198	16653	35404
3199	16658	35399
3200	16664	35395
3201	16669	35389
3202	16674	35384
3203	16679	35379
3204	16685	35375
3205	16690	35369
3206	16695	35365
3207	16701	35359
3208	16706	35355
3209	16711	35350
3210	16717	35345
3211	16722	35340
3212	16728	35336
3213	16733	35331
3214	16739	35326
3215	16743	35320
3216	16748	35314
3217	16753	35309
3218	16759	35304
3219	16764	35299
3220	16769	35292
3221	16774	35288
3222	16779	35282
3223	16784	35277
3224	16790	35272
3225	16796	35268
3226	16801	35263
3227	16805	35256
3228	16810	35250
3229	16815	35245
3230	16821	35241
3231	16827	35236
3232	16832	35231
