Date,Confirmed,Deceased,Recovered
2020-03-14,12,0,4
2020-03-15,1,0,0
2020-03-16,0,0,0
2020-03-17,2,0,1
2020-03-18,2,0,0
2020-03-19,3,0,4
2020-03-20,4,0,0
2020-03-21,4,0,0
2020-03-22,2,0,0
2020-03-23,2,0,0
2020-03-24,3,0,2
2020-03-25,3,0,0
2020-03-26,4,0,0
2020-03-27,7,0,0
2020-03-28,16,0,0
2020-03-29,7,0,0
2020-03-30,24,0,6
2020-03-31,8,0,0
2020-04-01,13,2,0
2020-04-02,11,0,0
2020-04-03,46,0,0
2020-04-04,60,0,4
2020-04-05,44,1,0
2020-04-06,27,0,0
2020-04-07,27,0,0
2020-04-08,29,1,10
2020-04-09,49,0,0
2020-04-10,23,0,1
2020-04-11,19,1,13
2020-04-12,31,0,0
2020-04-13,75,0,4
2020-04-14,102,3,1
2020-04-15,75,3,7
2020-04-16,70,2,11
2020-04-17,44,1,14
2020-04-18,126,0,26
2020-04-19,125,3,19
2020-04-20,84,1,13
2020-04-21,153,3,22
2020-04-22,112,0,11
2020-04-23,61,3,33
2020-04-24,111,1,20
2020-04-25,172,2,35
2020-04-26,80,3,66
2020-04-27,113,1,72
2020-04-28,67,3,63
2020-04-29,81,5,48
2020-04-30,77,1,41
2020-05-01,117,2,103
2020-05-02,159,1,44
2020-05-03,158,0,56
2020-05-04,121,7,48
2020-05-05,114,6,185
2020-05-06,118,4,143
2020-05-07,73,2,120
2020-05-08,143,4,137
2020-05-09,159,8,112
2020-05-10,94,5,154
2020-05-11,106,1,105
2020-05-12,91,2,115
2020-05-13,94,4,92
2020-05-14,144,2,107
2020-05-15,155,7,93
2020-05-16,201,9,276
2020-05-17,206,8,195
2020-05-18,141,6,147
2020-05-19,321,5,135
2020-05-20,249,4,148
2020-05-21,340,11,138
2020-05-22,220,14,120
2020-05-23,282,3,82
2020-05-24,251,6,132
2020-05-25,229,8,122
2020-05-26,227,8,164
2020-05-27,267,5,167
2020-05-28,179,15,224
2020-05-29,275,4,195
2020-05-30,256,12,241
2020-05-31,374,4,192
2020-06-01,286,5,187
2020-06-02,368,7,146
2020-06-03,141,1,81
2020-06-04,367,15,182
2020-06-05,496,12,209
2020-06-06,370,11,260
2020-06-07,433,7,277
2020-06-08,411,8,159
2020-06-09,388,18,325
2020-06-10,275,20,302
2020-06-11,478,24,321
2020-06-12,528,20,317
2020-06-13,502,20,266
2020-06-14,497,14,393
2020-06-15,476,18,342
2020-06-16,507,18,294
2020-06-17,583,30,335
2020-06-18,604,23,399
2020-06-19,809,19,357
2020-06-20,541,22,374
2020-06-21,596,21,626
2020-06-22,591,19,606
2020-06-23,571,19,515
2020-06-24,664,8,470
2020-06-25,636,15,533
2020-06-26,750,19,464
2020-06-27,606,19,632
2020-06-28,598,11,593
2020-06-29,681,12,698
2020-06-30,664,25,578
2020-07-01,564,21,545
2020-07-02,769,17,592
2020-07-03,972,14,376
2020-07-04,757,24,557
2020-07-05,1153,12,607
2020-07-06,929,24,348
2020-07-07,1332,18,518
2020-07-08,1188,18,704
2020-07-09,1206,17,796
2020-07-10,1338,27,660
2020-07-11,1392,24,902
2020-07-12,1384,21,645
2020-07-13,1654,21,869
2020-07-14,1594,28,778
2020-07-15,1659,29,762
2020-07-16,2058,34,932
2020-07-17,1722,38,959
2020-07-18,1873,24,1030
2020-07-19,2211,38,1181
2020-07-20,1913,46,986
2020-07-21,2128,37,1024
2020-07-22,2300,34,1645
2020-07-23,2516,35,2303
2020-07-24,2667,50,1909
2020-07-25,2971,39,2191
2020-07-26,3246,39,1738
2020-07-27,3505,30,1192
2020-07-28,3458,41,1687
2020-07-29,3383,33,1287
2020-07-30,3705,57,996
2020-07-31,4422,43,2060
2020-08-01,3587,47,2471
2020-08-02,3873,53,2023
2020-08-03,4441,48,2036
2020-08-04,2948,39,1878
2020-08-05,4078,40,3287
2020-08-06,4586,61,2844
2020-08-07,4404,63,3432
2020-08-08,4660,47,2999
2020-08-09,4571,41,2817
2020-08-10,4113,51,4074
2020-08-11,5041,56,3865
2020-08-12,4475,54,4072
2020-08-13,4537,50,4125
2020-08-14,4512,55,3740
2020-08-15,4774,58,3705
2020-08-16,4357,56,4201
2020-08-17,3798,66,4376
2020-08-18,4218,70,4799
2020-08-19,5076,53,5620
2020-08-20,4824,95,5863
2020-08-21,4905,64,5567
2020-08-22,5217,70,4638
2020-08-23,5325,59,4318
2020-08-24,4601,61,4494
2020-08-25,5006,72,4647
2020-08-26,5640,82,3808
2020-08-27,5391,76,4331
2020-08-28,5405,77,4986
2020-08-29,5633,62,4862
2020-08-30,6175,67,4802
2020-08-31,4782,63,4597
2020-09-01,5343,56,4537
2020-09-02,5682,74,4687
2020-09-03,5662,75,4448
2020-09-04,6074,71,5006
2020-09-05,6590,81,5141
2020-09-06,6518,77,4779
2020-09-07,5568,56,4993
2020-09-08,6622,71,5439
2020-09-09,6568,65,5731
2020-09-10,6988,94,4605
2020-09-11,7016,76,5936
2020-09-12,6786,67,6085
2020-09-13,6205,80,5958
2020-09-14,5159,62,5932
2020-09-15,6841,113,6680
2020-09-16,6229,86,6476
2020-09-17,6029,81,4715
2020-09-18,6494,98,6806
